Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Amrapali HeartBeat City,"Sector 107, Noida",27500000,9734,"2,825 sqft",4 BHK,Ready To Move,Dealer·2w ago,Prop infra,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-2825-sq-ft-spid-I80260727,N/A,page_26.html
County 107,"Sector 107, Noida",95000000,21195,"4,482 sqft",4 BHK,Ready To Move,N/A,Saras Realty,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-4482-sq-ft-spid-Y79849947,N/A,page_26.html
The Hyde Park,"Sector 78, Noida",9900000,10819,915 sqft,2 BHK,Ready To Move,Dealer·1mo ago,AMK Elite Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-915-sq-ft-spid-W79563521,N/A,page_26.html
County 107,"Sector 107, Noida",170000000,25875,"6,570 sqft",5 BHK,Ready To Move,N/A,Saras Realty,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-6570-sq-ft-spid-J79850099,N/A,page_26.html
County 107,"Sector 107, Noida",168900000,43263,"6,570 sqft",5 BHK,Ready To Move,N/A,Saras Realty,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-6570-sq-ft-r2-spid-W76368239,N/A,page_26.html
Jaypee Greens Klassic,"Sector 134, Noida",9400000,8082,"1,163 sqft",2 BHK,Ready To Move,Dealer·1mo ago,SKY REALTORS,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-sector-134-noida-1163-sq-ft-spid-Y80006045,N/A,page_26.html
Supertech Cape Town,"Sector 74, Noida",9000000,8317,"1,082 sqft",2 BHK,Ready To Move,N/A,Urban Pacific Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1082-sq-ft-spid-K80598697,N/A,page_26.html
Jaypee Greens Kosmos,"Sector 134, Noida",7000000,7368,950 sqft,2 BHK,Ready To Move,Dealer·3w ago,Prime Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-J80421663,N/A,page_26.html
ATS One Hamlet,"Sector 104, Noida",38000000,17674,"2,150 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Sai Kirpa Associate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-spid-U78438599,N/A,page_26.html
Supertech Cape Town,"Sector 74, Noida",11900000,9189,"1,295 sqft",3 BHK,Ready To Move,N/A,"Gupta ji Properties, (Gupta Ji Bricks Pvt Ltd)",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1295-sq-ft-spid-F79046633,N/A,page_26.html
Jaypee Greens Kosmos,"Sector 134, Noida",10000000,10000,"1,165 sqft",3 BHK,Ready To Move,N/A,Umang Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1165-sq-ft-r3-spid-R71493124,N/A,page_26.html
Galaxy Vega,Noida Extension,11399999,8507,"1,340 sqft",3 BHK,Ready To Move,Dealer·1w ago,Happy Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-galaxy-vega-noida-extension-noida-1340-sq-ft-spid-W80392363,N/A,page_26.html
Supertech Cape Town,"Sector 74, Noida",16000000,9846,"1,625 sqft",3 BHK,Ready To Move,N/A,Urban Pacific Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1625-sq-ft-spid-P80598949,N/A,page_27.html
Galaxy North Avenue 2,Noida Extension,8000000,6808,"1,175 sqft",2 BHK,Ready To Move,N/A,BIG VISION REALTORS,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-north-avenue-2-noida-extension-noida-1175-sq-ft-spid-B79574343,N/A,page_27.html
Gaur 12th Avenue,Noida Extension,7600000,7203,"1,055 sqft",2 BHK,Ready To Move,N/A,BIG VISION REALTORS,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gaur-12th-avenue-noida-extension-noida-1055-sq-ft-spid-R79079461,N/A,page_27.html
Gaur 12th Avenue,Noida Extension,8700000,7102,"1,225 sqft",2 BHK,Ready To Move,N/A,BIG VISION REALTORS,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gaur-12th-avenue-noida-extension-noida-1225-sq-ft-spid-F79080859,N/A,page_27.html
Jaypee Greens Klassic Heights,"Sector 134, Noida",27500000,11000,"2,500 sqft",4 BHK,Ready To Move,Dealer·1mo ago,www.Keytel.in,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-heights-sector-134-noida-2500-sq-ft-spid-X79791631,N/A,page_27.html
The Hyde Park,"Sector 78, Noida",12000000,11881,"1,010 sqft",2 BHK,Ready To Move,N/A,Vidhi Infra Developers,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1010-sq-ft-spid-D78927177,N/A,page_27.html
Galaxy North Avenue 2,Noida Extension,9000000,8411,"1,070 sqft",2 BHK,Ready To Move,Dealer·2w ago,luxe living,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-north-avenue-2-noida-extension-noida-1070-sq-ft-spid-V80055791,N/A,page_27.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_27.html
County 107,"Sector 107, Noida",98699999,22021,"4,482 sqft",4 BHK,Ready To Move,Dealer·3w ago,Sunfox Realty,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-4482-sq-ft-spid-D80170225,N/A,page_27.html
ABA Cleo County,"sector 121, Noida",22599999,16733,"1,350 sqft",3 BHK,Ready To Move,Dealer·1w ago,Nexus Reality,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-county-sector-121-noida-1350-sq-ft-spid-H80620667,N/A,page_27.html
Casawood Stock,Noida Extension,9800000,7335,"1,336 sqft",3 BHK,Ready To Move,Dealer·1mo ago,ALLIANCE REALTY,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-casawood-stock-noida-extension-noida-1336-sq-ft-spid-L80138821,N/A,page_27.html
Gaur City 2 11Th Avenue,Noida Extension,11000000,7801,"1,410 sqft",3 BHK,Ready To Move,Dealer·1w ago,Gupta associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-city-2-11th-avenue-noida-extension-noida-1410-sq-ft-spid-S80735773,N/A,page_27.html
"Ananta Complex, Salarpur Noida","Salarpur Khadar, Noida",6500000,5327,"1,550 sqft",3 BHK,Ready To Move,Dealer·1mo ago,PRO HOMES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-salarpur-khadar-noida-1550-sq-ft-spid-W78795881,N/A,page_27.html
Purvanchal Royal Park,"Sector 137, Noida",28000000,14358,"1,950 sqft",3 BHK,Ready To Move,Dealer·2w ago,The Perfect Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purvanchal-royal-park-sector-137-noida-1950-sq-ft-spid-F80456113,N/A,page_27.html
Paras Tierea,"Sector 137, Noida",7700000,7196,"1,070 sqft",2 BHK,Ready To Move,Dealer·3w ago,S.K. Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1070-sq-ft-spid-D77773225,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",7400000,7789,950 sqft,2 BHK,Ready To Move,Dealer·1w ago,Homes Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-Y80272139,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",11000000,7971,"1,380 sqft",3 BHK,Ready To Move,Dealer·3w ago,Sunrise Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1380-sq-ft-spid-F80418247,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",11200000,8115,"1,380 sqft",3 BHK,Ready To Move,Dealer·3w ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1380-sq-ft-spid-C80085385,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",11500000,8333,"1,380 sqft",3 BHK,Ready To Move,Dealer·3d ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1380-sq-ft-spid-A79508625,N/A,page_27.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13799999,9078,"1,520 sqft",3 BHK,Ready To Move,N/A,Mahipal Chaudhary,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1520-sq-ft-spid-Q80009051,N/A,page_27.html
Paras Tierea,"Sector 137, Noida",7300000,7891,925 sqft,2 BHK,Ready To Move,Dealer·1mo ago,AMK Elite Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-925-sq-ft-spid-H79707523,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",11000000,8029,"1,370 sqft",3 BHK,Ready To Move,Dealer·1w ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1370-sq-ft-spid-A79366259,N/A,page_27.html
Jaypee Greens Kosmos,"Sector 134, Noida",10500000,6332,"1,295 sqft",3 BHK,Ready To Move,N/A,Umang Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1295-sq-ft-r2-spid-E75290181,N/A,page_27.html
Supertech Cape Town,"Sector 74, Noida",9900000,8608,"1,150 sqft",2 BHK,Ready To Move,Dealer·1mo ago,S.K Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-A79650663,N/A,page_27.html
Gaur 16th Avenue,Noida Extension,15800000,8020,"1,995 sqft",4 BHK,Ready To Move,Dealer·1w ago,Shree Sai Properties,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-gaur-16th-avenue-noida-extension-noida-1995-sq-ft-spid-B79862915,N/A,page_27.html
ATS One Hamlet,"Sector 104, Noida",30000000,17055,"1,759 sqft",3 BHK,Ready To Move,Dealer·3w ago,Colonel Monga Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-1759-sq-ft-spid-S80319941,N/A,page_27.html
ATS One Hamlet,"Sector 104, Noida",29000000,16486,"1,759 sqft",3 BHK,Ready To Move,Dealer·2w ago,Colonel Monga Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-1759-sq-ft-spid-Y79239413,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",38900000,16500,"2,510 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-2510-sq-ft-spid-J79847733,N/A,page_28.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",38900000,16503,"2,510 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-2510-sq-ft-spid-M79847871,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",47000000,15500,"3,030 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3030-sq-ft-spid-N79848689,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",51100000,15469,"3,300 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3300-sq-ft-spid-O79849513,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",51200000,15503,"3,300 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3300-sq-ft-spid-R79849333,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",51200000,15503,"3,300 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3300-sq-ft-spid-M79849409,N/A,page_28.html
Jaypee Aman,"Sector 151, Noida",9300000,7750,"1,200 sqft",3 BHK,Ready To Move,Dealer·1mo ago,AMK Elite Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1200-sq-ft-spid-Y79745371,N/A,page_28.html
Dasnac The Jewel of Noida,"Sector 75, Noida",27500000,25557,"1,900 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-1900-sq-ft-r1-spid-K76231997,N/A,page_28.html
Dasnac The Jewel of Noida,"Sector 75, Noida",21200000,25572,"1,525 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-1525-sq-ft-r1-spid-C75546127,N/A,page_28.html
Apex Athena,"Sector 75, Noida",15700000,16954,"1,295 sqft",2 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1295-sq-ft-r1-spid-O76761079,N/A,page_28.html
Apex Athena,"Sector 75, Noida",25000000,13192,"1,895 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1895-sq-ft-r1-spid-M76759677,N/A,page_28.html
Apex Athena,"Sector 75, Noida",25099999,13245,"1,895 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1895-sq-ft-r1-spid-T76761375,N/A,page_28.html
ABA Cleo County,"sector 121, Noida",108000000,24242,"4,455 sqft",4 BHK,Ready To Move,N/A,Everonn Value Ventures,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-county-sector-121-noida-4455-sq-ft-spid-N79258263,N/A,page_28.html
Apex Athena,"Sector 75, Noida",26500000,13984,"1,895 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1895-sq-ft-spid-B78726741,N/A,page_28.html
Dasnac The Jewel of Noida,"Sector 75, Noida",30700000,13494,"2,275 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-2275-sq-ft-spid-B78759099,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",39500000,15737,"2,510 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-2510-sq-ft-spid-S78740019,N/A,page_28.html
Dasnac Burj Noida,"Sector 75, Noida",51000000,15454,"3,300 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3300-sq-ft-spid-F78739599,N/A,page_28.html
French Apartments,Noida Extension,7500000,10714,984 sqft,2 BHK,Ready To Move,Dealer·3w ago,Zameen Infra,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-french-apartments-noida-extension-noida-984-sq-ft-spid-B80393273,N/A,page_28.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13000000,8387,"1,550 sqft",3 BHK,Ready To Move,N/A,Umang Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1550-sq-ft-r1-spid-B77951969,N/A,page_28.html
ATS Greens Village,"Sector 93 A, Noida",32300000,18457,"1,750 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Shriram Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-greens-village-sector-93-a-noida-1750-sq-ft-spid-E79746805,N/A,page_28.html
Jaypee Greens Kosmos,"Sector 134, Noida",7500000,10714,950 sqft,2 BHK,Ready To Move,Dealer·1w ago,ASEEM DUGGAL,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-X80571245,N/A,page_28.html
Mahagun Mezzaria,"Sector 78, Noida",37500000,15000,"2,500 sqft",3 BHK,Ready To Move,N/A,Luxury Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-2500-sq-ft-spid-R79174591,N/A,page_28.html
The Hyde Park,"Sector 78, Noida",19000000,13380,"1,550 sqft",3 BHK,Ready To Move,Dealer·3w ago,Prop infra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1550-sq-ft-spid-T80320619,N/A,page_28.html
Amrapali Sapphire,"Sector 45, Noida",36500000,11869,"3,075 sqft",4 BHK,Ready To Move,Dealer·1mo ago,nandeshwari real estate pvt.ltd.,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-sapphire-sector-45-noida-3075-sq-ft-spid-E80107057,N/A,page_28.html
Mahagun Moderne,"Sector 78, Noida",13899999,11160,"1,250 sqft",2 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahagun-moderne-sector-78-noida-1250-sq-ft-spid-J80080203,N/A,page_29.html
Amrapali Silicon City,"Sector 76, Noida",14800000,9579,"1,545 sqft",3 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1545-sq-ft-spid-Y80764835,N/A,page_29.html
Amrapali Silicon City,"Sector 76, Noida",23000000,9543,"2,410 sqft",4 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-2410-sq-ft-spid-T80765135,N/A,page_29.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_29.html
Amrapali Silicon City,"Sector 76, Noida",16800000,9155,"1,835 sqft",3 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1835-sq-ft-spid-M80764993,N/A,page_29.html
Amrapali Silicon City,"Sector 76, Noida",12800000,9014,"1,420 sqft",3 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-H80764731,N/A,page_29.html
Amrapali Silicon City,"Sector 76, Noida",10500000,8860,"1,185 sqft",2 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1185-sq-ft-spid-G80765239,N/A,page_29.html
Panchsheel Pratishtha,"Sector 75, Noida",19500000,13043,"1,495 sqft",3 BHK,Ready To Move,Dealer·2w ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-panchsheel-pratishtha-sector-75-noida-1495-sq-ft-spid-P80538995,N/A,page_29.html
Maxblis White House,"Sector 75, Noida",13600000,11476,"1,185 sqft",2 BHK,Ready To Move,Dealer·2w ago,JMB REAL ESTATE,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-maxblis-white-house-sector-75-noida-1185-sq-ft-spid-T80528141,N/A,page_29.html
Gaur Sports Wood,"Sector 79, Noida",35000000,15350,"2,280 sqft",3 BHK,Ready To Move,Dealer·2w ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-sports-wood-sector-79-noida-2280-sq-ft-spid-I80526069,N/A,page_29.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",18500000,11746,"1,575 sqft",3 BHK,Ready To Move,Dealer·3w ago,Skyera Real Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1575-sq-ft-spid-R79981513,N/A,page_29.html
Gaur Sports Wood,"Sector 79, Noida",33500000,14692,"2,280 sqft",3 BHK,Ready To Move,Dealer·1mo ago,HARE KRISHNA PROPERTY,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-sports-wood-sector-79-noida-2280-sq-ft-spid-H79742021,N/A,page_29.html
ACE Parkway,"Sector 150, Noida",28500000,13013,"2,190 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Shri Shyam Real Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-2190-sq-ft-spid-X78635011,N/A,page_29.html
The Hyde Park,"Sector 78, Noida",11500000,10648,"1,080 sqft",2 BHK,Ready To Move,Dealer·3w ago,Prop infra,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1080-sq-ft-spid-W80323071,N/A,page_29.html
Supertech Cape Town,"Sector 74, Noida",11500000,10000,"1,150 sqft",2 BHK,Ready To Move,Dealer·1mo ago,TRISHA REALTY,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-Y79680167,N/A,page_29.html
Gaur City 2 11Th Avenue,Noida Extension,10700000,7725,"1,385 sqft",3 BHK,Ready To Move,N/A,Landmark Infratech,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-city-2-11th-avenue-noida-extension-noida-1385-sq-ft-spid-E80045943,N/A,page_29.html
