Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft,contacted
Ansal Heights,"Sector 92, Gurgaon",15000000,15000000,"1,770 sqft",1770,3 BHK,Ready To Move,Owner,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1770-sq-ft-spid-L82090892,99acres,8474,0
Ansal Heights,"Sector 92, Gurgaon",55000000,55000000,"2,565 sqft",2565,4 BHK,Ready To Move,Owner,2w ago,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansal-heights-sector-92-gurgaon-5000-sq-ft-spid-S82086612,99acres,21442,4
AWHO Shanti Vihar,"Sector 95, Gurgaon",20000000,20000000,"1,315 sqft",1315,4 BHK,Ready To Move,Owner,Today,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1315-sq-ft-spid-J82449090,99acres,15209,0
Ansal Heights,"Sector 92, Gurgaon",14000000,14000000,"1,935 sqft",1935,3 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1935-sq-ft-r3-spid-J44774561,99acres,7235,0
Ansal Heights,"Sector 92, Gurgaon",11000000,11000000,"1,565 sqft",1565,3 BHK,Ready To Move,Manya Properties,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1565-sq-ft-spid-R82091044,99acres,7028,0
Ansal Heights,"Sector 92, Gurgaon",13500000,13500000,"1,770 sqft",1770,3 BHK,Ready To Move,Chauhan Property,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1770-sq-ft-spid-P81446869,99acres,7627,0
Ansal Heights,"Sector 92, Gurgaon",8500000,8500000,"1,320 sqft",1320,2 BHK,Ready To Move,RD The Real Estate,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-spid-U81174193,99acres,6439,0
Ansal Heights,"Sector 92, Gurgaon",7900000,7900000,"1,320 sqft",1320,2 BHK,Ready To Move,Neemrana Estates,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-spid-I81746566,99acres,5984,0
Ansal Heights,"Sector 92, Gurgaon",8000000,8000000,"1,320 sqft",1320,2 BHK,Ready To Move,Neemrana Estates,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-spid-M81891588,99acres,6060,0
Ansal Heights,"Sector 92, Gurgaon",13000000,13000000,"1,935 sqft",1935,3 BHK,Ready To Move,MS & Associates,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1935-sq-ft-spid-Z82288228,99acres,6718,4
Ansal Heights,"Sector 92, Gurgaon",15000000,15000000,"1,770 sqft",1770,3 BHK,Ready To Move,Global Realtors,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1770-sq-ft-spid-G81643111,99acres,8474,0
Ansal Heights,"Sector 92, Gurgaon",7600000,7600000,"1,320 sqft",1320,2 BHK,Ready To Move,Expert Landbase,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-spid-D82169652,99acres,5757,0
Ansal Heights,"Sector 92, Gurgaon",12500000,12500000,"1,935 sqft",1935,3 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1935-sq-ft-spid-A79964549,99acres,6459,0
Ansal Heights,"Sector 92, Gurgaon",12000000,12000000,"1,947 sqft",1947,3 BHK,Ready To Move,Orbit Realtors,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1947-sq-ft-r2-spid-V78441351,99acres,6163,2
Ansal Heights,"Sector 92, Gurgaon",10000000,10000000,"1,320 sqft",1320,2 BHK,Ready To Move,Capstone Estate,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-spid-G81083367,99acres,7575,2
Ansal Heights,"Sector 92, Gurgaon",35000000,35000000,"3,500 sqft",3500,4 BHK,Under Construction,Ilika Realtors,1w ago,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansal-heights-sector-92-gurgaon-3500-sq-ft-spid-B82265696,99acres,10000,4
Ansal Heights,"Sector 92, Gurgaon",10000000,10000000,"1,565 sqft",1565,3 BHK,Ready To Move,Neemrana Estates,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1565-sq-ft-spid-V82100118,99acres,6389,2
Ansal Heights,"Sector 92, Gurgaon",7600000,7600000,"1,200 sqft",1200,2 BHK,Ready To Move,Manya Properties,2w ago,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-heights-sector-92-gurgaon-1200-sq-ft-spid-W81995022,99acres,6333,2
Ansal Heights,"Sector 92, Gurgaon",12000000,12000000,"1,935 sqft",1935,3 BHK,Ready To Move,Neemrana Estates,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1935-sq-ft-spid-Y81888498,99acres,6201,0
Ansal Heights,"Sector 92, Gurgaon",10700000,10700000,"1,770 sqft",1770,3 BHK,Ready To Move,Neemrana Estates,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1770-sq-ft-spid-D81887106,99acres,6045,0
Ansal Heights,"Sector 92, Gurgaon",10000000,10000000,"1,320 sqft",1320,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-r2-spid-S76317245,99acres,7575,0
Ansal Heights,"Sector 92, Gurgaon",9900000,9900000,"1,565 sqft",1565,3 BHK,Ready To Move,Neemrana Estates,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1565-sq-ft-spid-H81599995,99acres,6325,0
Ansal Heights,"Sector 92, Gurgaon",12000000,12000000,"1,565 sqft",1565,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1565-sq-ft-r1-spid-G78277491,99acres,7667,0
Ansal Heights,"Sector 92, Gurgaon",8000000,8000000,"1,320 sqft",1320,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1320-sq-ft-r2-spid-N74024923,99acres,6060,0
Ansal Heights,"Sector 92, Gurgaon",11000000,11000000,"1,565 sqft",1565,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1565-sq-ft-r1-spid-S78170203,99acres,7028,0
Ansal Heights,"Sector 92, Gurgaon",12500000,12500000,"1,935 sqft",1935,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ansal-heights-sector-92-gurgaon-1935-sq-ft-spid-C81372673,99acres,6459,2
GLS Avenue 51,"Sector 92, Gurgaon",6600000,6600000,641 sqft,641,3 BHK,Ready To Move,Neemrana Estates,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-642-sq-ft-spid-J81590933,99acres,10296,0
GLS Avenue 51,"Sector 92, Gurgaon",7200000,7200000,640 sqft,640,3 BHK,Ready To Move,JSS Associates,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-640-sq-ft-spid-A81393377,99acres,11250,0
ROF Amaltas,"Sector 92, Gurgaon",6500000,6500000,645 sqft,645,3 BHK,Ready To Move,Y3 Realty,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-amaltas-sector-92-gurgaon-645-sq-ft-spid-I81249459,99acres,10077,2
GLS Avenue 51,"Sector 92, Gurgaon",6600000,6600000,641 sqft,641,3 BHK,Ready To Move,Philby Real Estate,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-642-sq-ft-spid-I81480505,99acres,10296,2
GLS Avenue 51,"Sector 92, Gurgaon",6800000,6800000,"1,200 sqft",1200,3 BHK,Ready To Move,Network Realty Empire,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-1200-sq-ft-spid-T81309175,99acres,5666,0
GLS Avenue 51,"Sector 92, Gurgaon",6500000,6500000,591 sqft,591,3 BHK,Ready To Move,Realty Gems,1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-591-sq-ft-spid-E82157000,99acres,10998,2
ROF Amaltas,"Sector 92, Gurgaon",6900000,6900000,645 sqft,645,3 BHK,Ready To Move,Sharma Realtors Solution,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-amaltas-sector-92-gurgaon-645-sq-ft-r1-spid-T79568239,99acres,10697,0
GLS Avenue 51,"Sector 92, Gurgaon",6600000,6600000,591 sqft,591,3 BHK,Ready To Move,Realty Gems,3d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-591-sq-ft-spid-H82387158,99acres,11167,0
Wal Affordable DLF Garden City,"Sector 92, Gurgaon",3100000,3100000,650 sqft,650,3 BHK,Under Construction,SHREE S.M. REALTY,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-92-gurgaon-650-sq-ft-spid-L81980076,99acres,4769,4
ROF Amaltas,"Sector 92, Gurgaon",7000000,7000000,645 sqft,645,3 BHK,Ready To Move,Sharma Realtors Solution,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-amaltas-sector-92-gurgaon-645-sq-ft-r1-spid-C79568129,99acres,10852,0
GLS Avenue 51,"Sector 92, Gurgaon",7300000,7300000,645 sqft,645,3 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-645-sq-ft-spid-P80371003,99acres,11317,0
GLS Avenue 51,"Sector 92, Gurgaon",7200000,7200000,641 sqft,641,3 BHK,Ready To Move,Propcruise landbase private limited,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-641-sq-ft-spid-N81866046,99acres,11232,0
GLS Avenue 51,"Sector 92, Gurgaon",7200000,7200000,641 sqft,641,3 BHK,Ready To Move,Realty Gems,3d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-642-sq-ft-spid-Q82387646,99acres,11232,0
ROF Amaltas,"Sector 92, Gurgaon",7300000,7300000,645 sqft,645,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-amaltas-sector-92-gurgaon-645-sq-ft-r1-spid-E78127583,99acres,11317,0
GLS Avenue 51,"Sector 92, Gurgaon",7500000,7500000,641 sqft,641,3 BHK,Ready To Move,Realty Gems,3d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-642-sq-ft-spid-W82387782,99acres,11700,0
ROF Amaltas,"Sector 92, Gurgaon",7000000,7000000,645 sqft,645,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-amaltas-sector-92-gurgaon-645-sq-ft-spid-W81451035,99acres,10852,2
Pivotal Devaan,"Sector 84, Gurgaon",6050000,6050000,583 sqft,583,2 BHK,Ready To Move,GURGAON PROPERTY ADVISOR,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pivotal-devaan-sector-84-gurgaon-583-sq-ft-spid-Q81715746,99acres,10377,0
Pivotal Devaan,"Sector 84, Gurgaon",5800000,5800000,583 sqft,583,2 BHK,Ready To Move,VK Real Estate,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pivotal-devaan-sector-84-gurgaon-583-sq-ft-r1-spid-K80064255,99acres,9948,0
Pivotal Devaan,"Sector 84, Gurgaon",5700000,5700000,483 sqft,483,2 BHK,Ready To Move,Pinakin Realtors,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pivotal-devaan-sector-84-gurgaon-483-sq-ft-spid-X82110538,99acres,11801,10
GLS Avenue 86,"Sector 86, Gurgaon",5000000,5000000,448 sqft,448,2 BHK,Under Construction,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-86-sector-86-gurgaon-448-sq-ft-r1-spid-N76791833,99acres,11160,0
GLS Avenue 86,"Sector 86, Gurgaon",5500000,5500000,448 sqft,448,2 BHK,Under Construction,Owner,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-86-sector-86-gurgaon-448-sq-ft-r1-spid-Z78508407,99acres,12276,0
Orris Carnation Residency,Sector 85,5000000,5000000,"1,075 sqft",1075,2 BHK,Under Construction,Rainbow Realty,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-orris-carnation-residency-sector-85-gurgaon-1075-sq-ft-r18-spid-O46606869,99acres,4651,0
Signature Global Imperial,"Sector 88A, Gurgaon",7500000,7500000,645 sqft,645,3 BHK,Under Construction,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-imperial-sector-88a-gurgaon-646-sq-ft-spid-W81693298,99acres,11627,2
Pyramid Elite,"Sector 86, Gurgaon",6800000,6800000,850 sqft,850,2 BHK,Ready To Move,ASSETLANE,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-850-sq-ft-spid-T81585457,99acres,8000,0
Pyramid Elite,"Sector 86, Gurgaon",6800000,6800000,691 sqft,691,2 BHK,Ready To Move,Gurgaon Property Station,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-691-sq-ft-spid-I82261792,99acres,9840,0
GLS Avenue 51,"Sector 92, Gurgaon",6150000,6150000,591 sqft,591,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gls-avenue-51-sector-92-gurgaon-591-sq-ft-spid-C79760751,99acres,10406,2
Pyramid Elite,"Sector 86, Gurgaon",6200000,6200000,591 sqft,591,2 BHK,Ready To Move,R3R Buildcon,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-592-sq-ft-spid-L81391747,99acres,10490,2
Pyramid Elite,"Sector 86, Gurgaon",6200000,6200000,573 sqft,573,2 BHK,Ready To Move,GK Real Estate,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-574-sq-ft-spid-E81201633,99acres,10820,0
Signature Global the Millennia,"Sector 37D, Gurgaon",5600000,5600000,644 sqft,644,2 BHK,Ready To Move,Landkraft Infratech,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-A81162349,99acres,8695,3
Signature Global the Millennia,"Sector 37D, Gurgaon",5640000,5640000,644 sqft,644,2 BHK,Under Construction,Empire Makers Consulting,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-W66214480,99acres,8757,2
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5500000,5500000,342 sqft,342,1 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-342-sq-ft-spid-Q82432076,99acres,16081,2
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9500000,9500000,726 sqft,726,2 BHK,Ready To Move,Owner,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-726-sq-ft-spid-Y82233088,99acres,13085,2
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5600000,5600000,443 sqft,443,1 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-443-sq-ft-spid-J80616189,99acres,12641,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",6700000,6700000,406 sqft,406,1 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-406-sq-ft-spid-N81004911,99acres,16502,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",7200000,7200000,391 sqft,391,1 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-391-sq-ft-spid-U80523493,99acres,18414,0
AWHO Shanti Vihar,"Sector 95, Gurgaon",20000000,20000000,"1,315 sqft",1315,4 BHK,Ready To Move,Owner,Today,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1315-sq-ft-spid-J82449090,99acres,15209,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",10100000,10100000,820 sqft,820,2 BHK,Ready To Move,Owner,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-820-sq-ft-spid-R79557261,99acres,12317,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",10000000,10000000,697 sqft,697,2 BHK,Ready To Move,HOUZEE,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-697-sq-ft-spid-V81519581,99acres,14347,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5500000,5500000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-L81139121,99acres,8461,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5400000,5400000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-O81139073,99acres,8307,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5200000,5200000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-Y81139095,99acres,8000,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5001000,5001000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-P81139083,99acres,7693,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5100000,5100000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-H81138949,99acres,7846,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5000000,5000000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-V81138943,99acres,7692,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",8300000,8300000,"1,200 sqft",1200,2 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-1200-sq-ft-spid-B81138803,99acres,6916,2
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9500000,9500000,726 sqft,726,2 BHK,Ready To Move,JSS Associates,4d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-726-sq-ft-spid-R82360714,99acres,13085,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",8700000,8700000,780 sqft,780,2 BHK,Ready To Move,Empire Estate,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-780-sq-ft-spid-U82063096,99acres,11153,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5350000,5350000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-E81139053,99acres,8230,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",7500000,7500000,726 sqft,726,2 BHK,Ready To Move,GOODWILL ESTATE,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-726-sq-ft-r1-spid-T80669281,99acres,10330,4
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5300000,5300000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-O81139037,99acres,8153,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5250000,5250000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-S81139027,99acres,8076,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",8150000,8150000,650 sqft,650,1 BHK,Ready To Move,Rahul Kumar,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-650-sq-ft-spid-C81138935,99acres,12538,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9000000,9000000,800 sqft,800,2 BHK,Ready To Move,Empire Estate,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-800-sq-ft-spid-T82063190,99acres,11250,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",8500000,8500000,800 sqft,800,2 BHK,Ready To Move,Empire Estate,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-800-sq-ft-spid-N82062998,99acres,10625,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",7500000,7500000,820 sqft,820,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-820-sq-ft-r1-spid-L74421533,99acres,9146,5
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9500000,9500000,726 sqft,726,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-726-sq-ft-r1-spid-Q78637081,99acres,13085,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",10300000,10300000,950 sqft,950,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-950-sq-ft-spid-M79999835,99acres,10842,2
AVL 36 Gurgaon,"Sector 36A, Gurgaon",10100000,10100000,"1,000 sqft",1000,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-1000-sq-ft-spid-S80703811,99acres,10100,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",5300000,5300000,342 sqft,342,1 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-342-sq-ft-r1-spid-E78057935,99acres,15497,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",6000000,6000000,342 sqft,342,1 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/studio-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-342-sq-ft-spid-O79831511,99acres,17543,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9500000,9500000,635 sqft,635,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-635-sq-ft-r1-spid-L78637189,99acres,14960,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",9995000,9995000,625 sqft,625,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-625-sq-ft-r1-spid-O78864009,99acres,15992,0
AVL 36 Gurgaon,"Sector 36A, Gurgaon",8600000,8600000,606 sqft,606,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36a-gurgaon-606-sq-ft-r1-spid-I78104903,99acres,14191,0
Apex Our Homes,"Sector 37C, Gurgaon",6500000,6500000,810 sqft,810,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-r2-spid-H72043024,99acres,8024,3
Apex Our Homes,"Sector 37C, Gurgaon",5500000,5500000,800 sqft,800,2 BHK,Ready To Move,Owner,6d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-800-sq-ft-r1-spid-I74990005,99acres,6875,2
Apex Our Homes,"Sector 37C, Gurgaon",6100000,6100000,810 sqft,810,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-spid-L81242365,99acres,7530,2
Apex Our Homes,"Sector 37C, Gurgaon",5995000,5995000,516 sqft,516,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-516-sq-ft-spid-B78115547,99acres,11618,0
