Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft,contacted
Shivpuri,Sector 7,8000000,8000000,1148 sqft,1148,3 BHK,Ready to Move,Owner: Diksha Raheja,Updated 1 hour ago,https://www.magicbricks.com/shivpuri-sector-7-gurgaon-pdpid-4d4235343137363037,MagicBricks,6968,0
Bhim Nagar Society,Sector 6,4000000,4000000,800 sqft,800,4 BHK,Ready to Move,Owner: Harish,Updated 1 hour ago,https://www.magicbricks.com/bhim-nagar-society-sector-6-gurgaon-pdpid-4d4235303831393732,MagicBricks,5000,0
Birla Navya Avik Phase 1,Sector 63A,43500000,43500000,1599 sqft,1599,3 BHK,Under Construction,Owner: Ashish Aggarwal,Updated today,https://www.magicbricks.com/birla-navya-avik-phase-1-sector-63a-gurgaon-pdpid-4d4235333936363739,MagicBricks,27204,0
Whiteland The ASPEN,"Sector 76, Delhi Gurgaon Expressway",38500000,38500000,2766 sqft,2766,3 BHK,Under Construction,Owner: Vishal Jain,Updated today,https://www.magicbricks.com/whiteland-the-aspen-sector-76-gurgaon-pdpid-4d4235333931393435,MagicBricks,13919,0
M3M Soulitude,Sector 89,17900000,17900000,1620 sqft,1620,3 BHK,Ready to Move,Owner: Arun Tokas,Updated today,https://www.magicbricks.com/m3m-soulitude-sector-89-gurgaon-pdpid-4d4235333234383739,MagicBricks,11049,0
PAREENA COBAN RESIDENCES,"Sector 99A, Delhi Gurgaon Expressway",35000000,35000000,2352 sqft,2352,4 BHK,Ready to Move,Owner: ANIL SHARMA,Updated 1 hour ago,https://www.magicbricks.com/pareena-coban-residences-sector-99a-gurgaon-pdpid-4d4235303239333738,MagicBricks,14880,0
JMD Gardens,Sector 33,45000000,45000000,2315 sqft,2315,4 BHK,Ready to Move,Owner: Manish,Updated 1 hour ago,https://www.magicbricks.com/jmd-gardens-sector-33-gurgaon-pdpid-4d4235303238333633,MagicBricks,19438,0
Godrej 101,Sector 79,30800000,30800000,1229 sqft,1229,3 BHK,Ready to Move,Owner: Parth Kawatra,Updated 17 hours ago,https://www.magicbricks.com/godrej-101-sector-79-gurgaon-pdpid-4d4235303834343632,MagicBricks,25061,0
Raheja Atlantis,Sector 31,3200000,3200000,300 sqft,300,StudioBHK,Ready to Move,Owner: Ashwani Singh,Updated 1 hour ago,https://www.magicbricks.com/raheja-atlantis-sector-31-32a-gurgaon-pdpid-4d4235303030343439,MagicBricks,10666,0
Signature Andour Heights,"Sector 71, Gurgaon",9500000,9500000,900 sqft,900,2 BHK,Ready to Move,Owner: Pankaj Jhalani,Posted: Yesterday,https://www.magicbricks.com/signature-andour-heights-sector-71-gurgaon-pdpid-4d4235303737313834,MagicBricks,10555,0
Shree Vardhman Mantra,Sector 102,8500000,8500000,520 sqft,520,2 BHK,Ready to Move,Owner: Rajpal Yadav,Posted: Yesterday,https://www.magicbricks.com/shree-vardhman-mantra-sector-67-gurgaon-pdpid-4d4235303130333938,MagicBricks,16346,0
Conscient Elevate,Sector 59,65000000,65000000,2595 sqft,2595,3 BHK,Ready to Move,Owner: Sidharth,Updated today,https://www.magicbricks.com/conscient-elevate-sector-59-gurgaon-pdpid-4d4235313234383339,MagicBricks,25048,0
SS Linden Floors,Sector 84,31000000,31000000,180 sqyrd,180,4 BHK,Ready to Move,Owner: Nikita,Updated today,https://www.magicbricks.com/ss-linden-floors-sector-84-gurgaon-pdpid-4d4235333234363937,MagicBricks,172222,0
TDI Ourania,Sector 53,27000000,27000000,1025 sqft,1025,2 BHK,Ready to Move,Owner: Amit,Updated today,https://www.magicbricks.com/tdi-ourania-sector-53-gurgaon-pdpid-4d4235303030313339,MagicBricks,26341,0
Sobha City,Sector 108,47000000,47000000,1800 sqft,1800,4 BHK,Under Construction,Owner: lalit lalit,Updated today,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,MagicBricks,26111,0
Smart World Gems,Sector 89,13000000,13000000,1196 sqft,1196,2 BHK,Ready to Move,Owner: Saurabh,Updated today,https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,MagicBricks,10869,0
M3M Latitude,Sector 65,57000000,57000000,1800 sqft,1800,3 BHK,Ready to Move,Agent: Padam joshi,"Mar 18, '25",https://www.magicbricks.com/m3m-latitude-sector-65-gurgaon-pdpid-4d4235303734383731,MagicBricks,31666,0
Sare Crescent ParC Green ParC Phase II,Sector 92,14000000,14000000,1100 sqft,1100,3 BHK,Ready to Move,Owner: Aman,3 months ago,https://www.magicbricks.com/sare-crescent-parc-green-parc-phase-ii-sector-92-gurgaon-pdpid-4d4235323834363031,MagicBricks,12727,0
Ansal Valley View Estate,Faridabad Gurgaon Road,25500000,25500000,1550 sqft,1550,4 BHK,Ready to Move,Agent: M K Realtors,"Mar 18, '25",https://www.magicbricks.com/ansal-valley-view-estate-faridabad-gurgaon-road-gurgaon-pdpid-4d4235303031323039,MagicBricks,16451,0
M3M Woodshire,Sector 107,27500000,27500000,2746 sqft,2746,4 BHK,Ready to Move,Agent: Growmax Wealth Management Services,"May 05, '25",https://www.magicbricks.com/m3m-woodshire-sector-107-gurgaon-pdpid-4d4235303130323033,MagicBricks,10014,0
Shree Vardhman Victoria,Sector 70,16000000,16000000,1730 sqft,1730,3 BHK,Ready to Move,Owner: Gourav Gurjar,"May 05, '25",https://www.magicbricks.com/shree-vardhman-victoria-sector-70-gurgaon-pdpid-4d4235303138323431,MagicBricks,9248,0
SS Hibiscus Villa,Sector 50,55000000,55000000,3100 sqft,3100,3 BHK,Ready to Move,Agent: CRM,"May 05, '25",https://www.magicbricks.com/ss-hibiscus-villa-sector-50-gurgaon-pdpid-4d4235323835303639,MagicBricks,17741,0
Smartworld Orchard,"Ullahawas, Sector 61, Golf Course Extension Road",19500000,19500000,920 sqft,920,2 BHK,Ready to Move,Agent: Opaks Realty,"May 05, '25",https://www.magicbricks.com/smartworld-orchard-ullahawas-gurgaon-pdpid-4d4235333234323439,MagicBricks,21195,0
Central Park The Orchard,Sector 32 Sohna,37500000,37500000,1877 sqft,1877,3 BHK,Under Construction,Certified Agent,17 hours ago,https://www.magicbricks.com/central-park-the-orchard-sohna-sector-32-gurgaon-pdpid-4d4235343034333833,MagicBricks,19978,0
Shree Vardhman Flora,Sector 90,16000000,16000000,1875 sqft,1875,3 BHK,Ready to Move,Agent: KNJ Realtors,"Mar 18, '25",https://www.magicbricks.com/shree-vardhman-flora-sector-90-gurgaon-pdpid-4d4235303130333937,MagicBricks,8533,0
Unitech Uniworld Garden II,Sector 47,20000000,20000000,875 sqft,875,3 BHK,Ready to Move,Agent: Anaheeta Homes Pvt Ltd,"Apr 23, '25",https://www.magicbricks.com/unitech-uniworld-garden-ii-sector-47-gurgaon-pdpid-4d4235303137313039,MagicBricks,22857,0
DLF City Plot Phase 4,Phase 4 DLF,110000000,110000000,360 sqyrd,360,6 BHK,Ready to Move,Agent: Pride & Premium Consultant,17 hours ago,https://www.magicbricks.com/dlf-city-plot-phase-4-dlf-phase-4-gurgaon-pdpid-4d4235303934333135,MagicBricks,305555,0
M3M Antalya Hills Phase II,Sector 79,20000000,20000000,1400 sqft,1400,3 BHK,Under Construction,Owner: Sandeep bhasin,Updated 7 days ago,https://www.magicbricks.com/m3m-antalya-hills-phase-ii-sector-79-gurgaon-pdpid-4d4235333934313039,MagicBricks,14285,0
Sare Crescent Parc Royal Greens Phase 1,"Dhorka, Sector 92, Pataudi Road",10000000,10000000,750 sqft,750,2 BHK,Ready to Move,Agent: Property Hub,"May 05, '25",https://www.magicbricks.com/sare-crescent-parc-royal-greens-phase-1-dhorka-gurgaon-pdpid-4d4235303636313337,MagicBricks,13333,0
Sweta Central Park II Bellevue,Sector 48,36500000,36500000,1650 sqft,1650,3 BHK,Ready to Move,Agent: A3S Landbase,"Apr 19, '25",https://www.magicbricks.com/sweta-central-park-ii-bellevue-sector-48-gurgaon-pdpid-4d4235313733333239,MagicBricks,22121,0
Godrej 101,Sector 79,31000000,31000000,2400 sqft,2400,3 BHK,Under Construction,Owner: Siddharth Kapur,Updated 3 weeks ago,https://www.magicbricks.com/godrej-101-sector-79-gurgaon-pdpid-4d4235303834343632,MagicBricks,12916,0
DLF Regency Park 2,Sector 27,35000000,35000000,1650 sqft,1650,3 BHK,Ready to Move,Agent: Mehta Realtors,"May 05, '25",https://www.magicbricks.com/dlf-regency-park-2-sector-27-gurgaon-pdpid-4d4235303031303333,MagicBricks,21212,0
IREO Skyon,Sector 60,29500000,29500000,1540 sqft,1540,2 BHK,Ready to Move,Owner: Js dhillon joe,"May 05, '25",https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733,MagicBricks,19155,0
Oriental villa,"Sushant Lok 3, Sector 57",70000000,70000000,300 sqyrd,300,5 BHK,Ready to Move,Agent: Pride & Premium Consultant,17 hours ago,https://www.magicbricks.com/oriental-villa-sushant-lok-3-gurgaon-pdpid-4d4235303239313838,MagicBricks,233333,0
ILD Grand,"Sector 37C, Delhi Gurgaon Expressway",15000000,15000000,1790 sqft,1790,3 BHK,Ready to Move,Agent: H R Realty,"Mar 18, '25",https://www.magicbricks.com/ild-grand-sector-37c-gurgaon-pdpid-4d4235303832383336,MagicBricks,8379,0
DLF Regal Gardens,Sector 90,22500000,22500000,1300 sqft,1300,3 BHK,Ready to Move,Owner: Subhash,Updated 7 days ago,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,MagicBricks,17307,0
M3M Antalya Hills Phase I,Shikohpur,14200000,14200000,1038 sqft,1038,2 BHK,Under Construction,Agent: Xpress Realty,"May 05, '25",https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,MagicBricks,13680,0
Shapoorji Pallonji,Sector 102,19000000,19000000,1215 sqft,1215,2 BHK,Ready to Move,Agent: Propways Consulting,17 hours ago,https://www.magicbricks.com/shapoorji-pallonji-sector-102-gurgaon-pdpid-4d4235313939323039,MagicBricks,15637,0
M3M Skycity,Sector 65,38500000,38500000,2054 sqft,2054,3 BHK,Ready to Move,Agent: Square Homes,"May 05, '25",https://www.magicbricks.com/m3m-skycity-sector-65-gurgaon-pdpid-4d4235313233373333,MagicBricks,18743,0
Bestech Altura,Shikohpur,28000000,28000000,1733 sqft,1733,3 BHK,Ready to Move,Agent: Vishwas Associates,"May 05, '25",https://www.magicbricks.com/bestech-altura-sector-79-gurgaon-pdpid-4d4235303839373234,MagicBricks,16156,0
Malibu Town,Sector 47,25500000,25500000,266 sqyrd,266,3 BHK,Ready to Move,Owner: Manoj Jai,Updated 1 month ago,https://www.magicbricks.com/resale-flat-for-sale-in-malibu-town-sector-47,MagicBricks,95864,0
Signature Global Prime,Sector 63A,10000000,10000000,1080 sqft,1080,2 BHK,Under Construction,Owner: Sumit Rajput,"Posted: Feb 26, '25",https://www.magicbricks.com/signature-global-prime-sector-63a-gurgaon-pdpid-4d4235313237333933,MagicBricks,9259,0
Krisumi Waterfall Residences,Sector 36A,29500000,29500000,1108 sqft,1108,2 BHK,Ready to Move,Agent: Anaheeta Homes Pvt Ltd,"Posted: Mar 23, '25",https://www.magicbricks.com/krisumi-waterfall-residences-sector-36a-gurgaon-pdpid-4d4235313234363539,MagicBricks,26624,0
Signature Global Daxin Vistas,Sohna,22300000,22300000,1550 sqft,1550,3 BHK,Under Construction,Owner: Vikash Chaudhary,Updated 1 week ago,https://www.magicbricks.com/signature-global-daxin-vistas-sohna-gurgaon-pdpid-4d4235343233353933,MagicBricks,14387,0
DLF Park Place,Sector 54,95000000,95000000,2702 sqft,2702,4 BHK,Ready to Move,Agent: Home Land Trade,"Posted: May 05, '25",https://www.magicbricks.com/dlf-park-place-sector-54-gurgaon-pdpid-4d4235303031373531,MagicBricks,35159,0
Central Park The Orchard,Sector 32 Sohna,39000000,39000000,1850 sqft,1850,3 BHK,Under Construction,Certified Agent,"Posted: May 05, '25",https://www.magicbricks.com/central-park-the-orchard-sohna-sector-32-gurgaon-pdpid-4d4235343034333833,MagicBricks,21081,0
Emaar Emerald Hills,Sector 65,25000000,25000000,267 sqyrd,267,3 BHK,Ready to Move,Certified Agent,"Posted: May 05, '25",https://www.magicbricks.com/emaar-emerald-hills-sector-65-gurgaon-pdpid-4d4235303232343738,MagicBricks,93632,0
SS The Leaf,Sector 85,32500000,32500000,1605 sqft,1605,4 BHK,Ready to Move,Certified Agent,Posted: 18 hours ago,https://www.magicbricks.com/ss-the-leaf-sector-85-gurgaon-pdpid-4d4235303137373034,MagicBricks,20249,0
M3M Antalya Hills Phase I,Shikohpur,18300000,18300000,1280 sqft,1280,3 BHK,Under Construction,Agent: Ethical Realtors,"Posted: Apr 29, '25",https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,MagicBricks,14296,0
Microtek Greenburg,Sector 86,20500000,20500000,1036 sqft,1036,2 BHK,Ready to Move,Agent: Abrade Realty,"Posted: Apr 17, '25",https://www.magicbricks.com/microtek-greenburg-sector-86-gurgaon-pdpid-4d4235303230343235,MagicBricks,19787,0
Bestech Park View City,Sector 48,29000000,29000000,1776 sqft,1776,3 BHK,Ready to Move,Certified Agent,Posted: 18 hours ago,https://www.magicbricks.com/bestech-park-view-city-sohna-road-gurgaon-pdpid-4d4235323834363235,MagicBricks,16328,0
Vatika Sovereign Park,Sector 99,35100000,35100000,1600 sqft,1600,3 BHK,Ready to Move,Owner: Ashish Chabria,Updated 3 days ago,https://www.magicbricks.com/vatika-sovereign-park-sector-99-gurgaon-pdpid-4d4235303130353536,MagicBricks,21937,0
Emaar The Palm Spring Villas,Sector 54,170000000,170000000,4500 sqft,4500,5 BHK,Ready to Move,Agent: Vashist Properties,"Posted: Mar 17, '25",https://www.magicbricks.com/emaar-the-palm-spring-villas-sector-54-gurgaon-pdpid-4d4235323834363233,MagicBricks,37777,0
Ambience Caitriona,Sector 24,155000000,155000000,5600 sqft,5600,4 BHK,Ready to Move,Agent: Property Perception,"Posted: May 05, '25",https://www.magicbricks.com/ambience-caitriona-sector-24-gurgaon-pdpid-4d4235303635383138,MagicBricks,27678,0
DLF New Town Heights III,Sector 91,22500000,22500000,2344 sqft,2344,4 BHK,Ready to Move,Owner: Indira Tiwari,"Posted: Feb 07, '25",https://www.magicbricks.com/dlf-new-town-heights-iii-sector-91-gurgaon-pdpid-4d4235323835393931,MagicBricks,9598,0
Godrej Nature Plus,Sector 33 Sohna,16000000,16000000,1528 sqft,1528,2 BHK,Under Construction,Certified Agent,"Posted: May 05, '25",https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,MagicBricks,10471,0
Emaar Palm Select,"Sector 77, Delhi Gurgaon Expressway",19800000,19800000,1350 sqft,1350,3 BHK,Ready to Move,Agent: Goyal Investments,"Posted: Apr 11, '25",https://www.magicbricks.com/emaar-palm-select-sector-77-gurgaon-pdpid-4d4235303636303333,MagicBricks,14666,0
Ireo The Corridors,Sector 67A,26000000,26000000,1442 sqft,1442,3 BHK,Ready to Move,Agent: Ashley Estates,"Posted: May 05, '25",https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,MagicBricks,18030,0
Mapsko Mount Ville,Sector 79,17500000,17500000,1490 sqft,1490,3 BHK,Ready to Move,Agent: Insta India Property,"Posted: Mar 28, '25",https://www.magicbricks.com/mapsko-mount-ville-sector-79-gurgaon-pdpid-4d4235303238323130,MagicBricks,11744,0
Shapoorji Pallonji Joyville Gurugram,Sector 102,16000000,16000000,1215 sqft,1215,2 BHK,Ready to Move,Agent: Growmax Wealth Management Services,"Posted: May 05, '25",https://www.magicbricks.com/shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-pdpid-4d4235333936353431,MagicBricks,13168,0
DLF The Belaire,Sector 54,130000000,130000000,3650 sqft,3650,4 BHK,Ready to Move,Agent: Property Perception,"Posted: May 05, '25",https://www.magicbricks.com/dlf-the-belaire-dlf-phase-5-gurgaon-pdpid-4d4235303031303430,MagicBricks,35616,0
Independent Floors at DLF City Phase IV,Sector 43,47000000,47000000,2700 sqft,2700,4 BHK,Ready to Move,Agent: Property Perception,"Posted: May 05, '25",https://www.magicbricks.com/independent-floors-at-dlf-city-phase-iv-sector-43-gurgaon-pdpid-4d4235343137353833,MagicBricks,17407,0
Tata La Vida,Sector 113,31000000,31000000,2217 sqft,2217,3 BHK,Ready to Move,Agent: Property Point,"Posted: May 05, '25",https://www.magicbricks.com/tata-la-vida-sector-113-gurgaon-pdpid-4d4235303932303330,MagicBricks,13982,0
Puri Emerald Bay,Sector 104,34500000,34500000,1622 sqft,1622,3 BHK,Ready to Move,Agent: Aar Pee Ess Associates,"Posted: May 05, '25",https://www.magicbricks.com/puri-emerald-bay-sector-104-gurgaon-pdpid-4d4235303139333433,MagicBricks,21270,0
Krisumi Waterfall Residences,Sector 36A,30000000,30000000,1478 sqft,1478,2 BHK,Ready to Move,Agent: Mark Real Esstate,"Posted: Apr 23, '25",https://www.magicbricks.com/krisumi-waterfall-residences-sector-36a-gurgaon-pdpid-4d4235313234363539,MagicBricks,20297,0
Emaar MGF The Vilas,Phase 2 DLF,102500000,102500000,3800 sqft,3800,4 BHK,Ready to Move,Certified Agent,"Posted: May 05, '25",https://www.magicbricks.com/emaar-mgf-the-vilas-dlf-phase-2-gurgaon-pdpid-4d4235303239353337,MagicBricks,26973,0
Green Court,Sector 90,4300000,4300000,336 sqft,336,1 BHK,Ready to Move,Certified Agent,Posted: Yesterday,https://www.magicbricks.com/green-court-sector-90-gurgaon-pdpid-4d4235303733373534,MagicBricks,12797,0
DLF Park Place,Sector 54,75000000,75000000,2282 sqft,2282,3 BHK,Ready to Move,Agent: Home Land Trade,"Posted: May 05, '25",https://www.magicbricks.com/dlf-park-place-sector-54-gurgaon-pdpid-4d4235303031373531,MagicBricks,32865,0
Godrej Aria,Sector 79,14900000,14900000,1050 sqft,1050,2 BHK,Ready to Move,Agent: Room & Roof Realty,"Posted: May 05, '25",https://www.magicbricks.com/godrej-aria-sector-79-gurgaon-pdpid-4d4235303730383831,MagicBricks,14190,0
Signature Global Park 4 and 5,Sector 36 Sohna,15000000,15000000,890 sqft,890,3 BHK,Ready to Move,Owner: srinivas marina,"Feb 26, '25",https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,MagicBricks,16853,0
Gpl Eden Heights,Sector 70,27500000,27500000,2150 sqft,2150,3 BHK,Ready to Move,Agent: Office Glitz,"Mar 27, '25",https://www.magicbricks.com/gpl-eden-heights-sector-70-gurgaon-pdpid-4d4235303030393139,MagicBricks,12790,0
TDI Ourania,Sector 53,40000000,40000000,2109 sqft,2109,3 BHK,Ready to Move,Agent: Vashist Properties,"Apr 11, '25",https://www.magicbricks.com/tdi-ourania-sector-53-gurgaon-pdpid-4d4235303030313339,MagicBricks,18966,0
Unitech Woodstock Floors,"Nirvana Country, Sector 50",41000000,41000000,1750 sqft,1750,3 BHK,Ready to Move,Agent: Shivam Estate,Yesterday,https://www.magicbricks.com/unitech-woodstock-floors-nirvana-country-gurgaon-pdpid-4d4235303130353137,MagicBricks,23428,0
M3M Golf Estate,Sector 65,80500000,80500000,3508 sqft,3508,3 BHK,Ready to Move,Agent: Realty Space Consulting,"Apr 25, '25",https://www.magicbricks.com/m3m-golf-estate-sector-65-gurgaon-pdpid-4d4235303230373936,MagicBricks,22947,0
Smart World Gems,Sector 89,13000000,13000000,837 sqft,837,2 BHK,Ready to Move,Agent: Dev Realty,"Apr 11, '25",https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,MagicBricks,15531,0
Cosmos Express 99,Sector 99,15500000,15500000,1550 sqft,1550,3 BHK,Ready to Move,Agent: Original Vastu Properties & Interiors,"May 05, '25",https://www.magicbricks.com/cosmos-express-99-sector-99-gurgaon-pdpid-4d4235303232393135,MagicBricks,10000,0
ILD Grand,"Sector 37C, Delhi Gurgaon Expressway",15000000,15000000,1600 sqft,1600,3 BHK,Ready to Move,Agent: House Forever,"Apr 02, '25",https://www.magicbricks.com/ild-grand-sector-37c-gurgaon-pdpid-4d4235303832383336,MagicBricks,9375,0
Signature Global Infinity Mall,Sector 36 Sohna,6300000,6300000,583 sqft,583,2 BHK,Ready to Move,Agent: Agarwal Realtors,"May 02, '25",https://www.magicbricks.com/signature-global-infinity-mall-sohna-sector-36-gurgaon-pdpid-4d4235333235393831,MagicBricks,10806,0
Independent Floors at DLF Gardencity Enclave,Sector 93,18600000,18600000,1200 sqft,1200,3 BHK,Ready to Move,Agent,"Mar 28, '25",https://www.magicbricks.com/independent-floors-at-dlf-gardencity-enclave-hayatpur-gurgaon-pdpid-4d4235333332333035,MagicBricks,15500,0
Pioneer Araya,"Ullahawas, Sector 61, Golf Course Extension Road",120000000,120000000,2650 sqft,2650,3 BHK,Ready to Move,Agent,"Mar 18, '25",https://www.magicbricks.com/pioneer-araya-ullahawas-gurgaon-pdpid-4d4235303030353331,MagicBricks,45283,0
Vatika Lifestyle Homes,Sector 83,22500000,22500000,1775 sqft,1775,3 BHK,Ready to Move,Owner,Updated 1 week ago,https://www.magicbricks.com/vatika-lifestyle-homes-sector-83-gurgaon-pdpid-4d4235303136383535,MagicBricks,12676,0
DLF Ultima Phase II,Sector 81,53000000,53000000,2060 sqft,2060,4 BHK,Ready to Move,Owner,Updated yesterday,https://www.magicbricks.com/dlf-ultima-phase-ii-sector-81-gurgaon-pdpid-4d4235313732333331,MagicBricks,25728,0
DLF New Town Heights 1,Sector 90,21000000,21000000,1300 sqft,1300,3 BHK,Ready to Move,Agent,"Posted: Apr 21, '25",https://www.magicbricks.com/dlf-new-town-heights-1-sector-90-gurgaon-pdpid-4d4235303836383036,MagicBricks,16153,0
Essel Towers,Mehrauli Gurgaon Road,32500000,32500000,1800 sqft,1800,3 BHK,Ready to Move,Agent,"Posted: Mar 07, '25",https://www.magicbricks.com/essel-towers-mehrauli-gurgaon-road-gurgaon-pdpid-4d4235303030313931,MagicBricks,18055,0
DLF Wellington Estate,Phase 5 DLF,32500000,32500000,1350 sqft,1350,3 BHK,Ready to Move,Agent,"Posted: May 05, '25",https://www.magicbricks.com/dlf-wellington-estate-dlf-phase-5-gurgaon-pdpid-4d4235303031343438,MagicBricks,24074,0
Devilal Colony,"Sector 9, Basai Road",8600000,8600000,1000 sqft,1000,6 BHK,Ready to Move,Owner,Posted: 3 months ago,https://www.magicbricks.com/devilal-colony-sector-9-basai-road-gurgaon-pdpid-4d4235303031343438,MagicBricks,8600,0
ILD Grand,"Sector 37C, Delhi Gurgaon Expressway",15000000,15000000,1790 sqft,1790,3 BHK,Ready to Move,Agent,"Posted: Mar 18, '25",https://www.magicbricks.com/ild-grand-sector-37c-gurgaon-pdpid-4d4235303832383336,MagicBricks,8379,0
Emaar Imperial Gardens,Sector 102,24000000,24000000,2025 sqft,2025,3 BHK,Ready to Move,Agent,Yesterday,https://www.magicbricks.com/emaar-imperial-gardens-sector-102-gurgaon-pdpid-4d4235303232343935,MagicBricks,11851,0
DLF The Belaire,Sector 54,145000000,145000000,3000 sqft,3000,4 BHK,Ready to Move,Agent,"Posted: Apr 23, '25",https://www.magicbricks.com/dlf-the-belaire-sector-54-gurgaon-pdpid-4d4235303031303430,MagicBricks,48333,0
IREO Skyon,Sector 60,40000000,40000000,2092 sqft,2092,3 BHK,Ready to Move,Agent,"Posted: May 05, '25",https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733,MagicBricks,19120,0
Adani Samsara Vilasa,Sector 63,45000000,45000000,2200 sqft,2200,3 BHK,Ready to Move,Agent,"Apr 01, '25",https://www.magicbricks.com/adani-samsara-vilasa-sector-63-gurgaon-pdpid-4d4235313233313437,MagicBricks,20454,0
Tribeca Trump Tower,Sector 65,210000000,210000000,6050 sqft,6050,4 BHK,Ready to Move,Agent,"May 05, '25",https://www.magicbricks.com/tribeca-trump-tower-sector-65-gurgaon-pdpid-4d4235313131383937,MagicBricks,34710,0
Emaar Palm Hills,"Sector 77, Delhi Gurgaon Expressway",16800000,16800000,1250 sqft,1250,3 BHK,Ready to Move,Agent,"Apr 11, '25",https://www.magicbricks.com/emaar-palm-hills-sector-77-gurgaon-pdpid-4d4235303232343931,MagicBricks,13440,0
Signature Global Orchard Avenue 2,Sector 93,6200000,6200000,577 sqft,577,2 BHK,Ready to Move,Certified Agent,Yesterday,https://www.magicbricks.com/signature-global-orchard-avenue-2-sector-93-gurgaon-pdpid-4d4235313236343539,MagicBricks,10745,0
Emaar Palm Gardens,Sector 83,27000000,27000000,1500 sqft,1500,3 BHK,Ready to Move,Agent,"May 05, '25",https://www.magicbricks.com/emaar-palm-gardens-sector-83-gurgaon-pdpid-4d4235303232343737,MagicBricks,18000,0
Tata Primanti,Sector 72,65000000,65000000,3300 sqft,3300,4 BHK,Ready to Move,Owner,Updated 1 month ago,https://www.magicbricks.com/tata-primanti-sector-72-gurgaon-pdpid-4d4235303030313431,MagicBricks,19696,0
Piedmont Taksila heights,"Sector 37C, Delhi Gurgaon Expressway",17000000,17000000,1838 sqft,1838,4 BHK,Ready to Move,Agent,"Mar 27, '25",https://www.magicbricks.com/piedmont-taksila-heights-sector-37c-gurgaon-pdpid-4d4235303233363936,MagicBricks,9249,0
ILD Grand,"Sector 37C, Delhi Gurgaon Expressway",16000000,16000000,1820 sqft,1820,3 BHK,Ready to Move,Agent,"Apr 17, '25",https://www.magicbricks.com/ild-grand-sector-37c-gurgaon-pdpid-4d4235303832383336,MagicBricks,8791,0
Sobha City,Sector 108,32000000,32000000,1111 sqft,1111,3 BHK,Ready to Move,Agent,"Mar 18, '25",https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,MagicBricks,28802,0
Central Park Flower Valley Flamingo Floor,Sector 32 Sohna,11500000,11500000,638 sqft,638,2 BHK,Ready to Move,Certified Agent,Yesterday,https://www.magicbricks.com/central-park-flower-valley-flamingo-floor-sohna-sector-32-gurgaon-pdpid-4d4235303939333233,MagicBricks,18025,0
DLF The Pinnacle,Phase 5 DLF,150000000,150000000,3600 sqft,3600,4 BHK,Ready to Move,Agent,"May 05, '25",https://www.magicbricks.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-pdpid-4d4235303031343337,MagicBricks,41666,0
Ansals Highland Park,Sector 103,17500000,17500000,1650 sqft,1650,3 BHK,Ready to Move,Agent,"May 05, '25",https://www.magicbricks.com/ansals-highland-park-sector-103-gurgaon-pdpid-4d4235303031323036,MagicBricks,10606,0
Signature Global Orchard Avenue,Sector 93,6500000,6500000,543 sqft,543,2 BHK,Ready to Move,Certified Agent,Yesterday,https://www.magicbricks.com/signature-global-orchard-avenue-sector-93-gurgaon-pdpid-4d4235313931373730,MagicBricks,11970,0
Smart World Gems,Sector 89,9900000,9900000,1103 sqft,1103,2 BHK,Ready to Move,Owner,Updated 3 months ago,https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,MagicBricks,8975,0
Emaar Mgf Emerald Floors,Sector 65,31000000,31000000,1380 sqft,1380,3 BHK,Ready to Move,Agent,"May 05, '25",https://www.magicbricks.com/emaar-mgf-emerald-floors-sector-65-gurgaon-pdpid-4d4235313730303837,MagicBricks,22463,0
Experion Heartsong,Sector 108,24500000,24500000,1800 sqft,1800,3 BHK,Ready to Move,Agent: Aar Pee Ess Associates,Yesterday,https://www.magicbricks.com/experion-heartsong-sector-108-gurgaon-pdpid-4d4235303238353331,MagicBricks,13611,0
