Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft
Huda Flats,"Sector 57, Gurgaon",24000000.0,24000000.0,"1,600 sqft",1600.0,3 BHK,Ready To Move,Value Homz Realtors Pvt. Ltd.,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-huda-flats-sector-57-gurgaon-1600-sq-ft-spid-S80743845,99acres,15000
Ultra luxury Floor,"Block C, Sushant Lok Phase 1, Gurgaon",37800000.0,37800000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,3D BUILDCON,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-X80699755,99acres,14000
BEST PRICE DEAL 500YD FLOOR,"DLF Phase 2, Gurgaon",58000000.0,58000000.0,"4,518 sqft",4518.0,4 BHK,Ready To Move,Kapsons Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4518-sq-ft-spid-L81840668,99acres,12837
PARK FACING LUXURY BUILDER FLOOR,"DLF Phase 2, Gurgaon",38000000.0,38000000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Presto Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-V81838688,99acres,14074
Super Luxury North Facing,"DLF Phase 1, Gurgaon",65000000.0,65000000.0,"3,600 sqft",3600.0,4 BHK,Ready To Move,House2Home Realty,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3600-sq-ft-spid-W80811585,99acres,18055
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",43300000.0,43300000.0,"3,000 sqft",3000.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3000-sq-ft-spid-F80787145,99acres,14433
"A Block Sushant Lok Phase 1, Gurgaon","A Block Sushant Lok Phase 1, Gurgaon",36500000.0,36500000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Pride & Premium consultant,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-R79437257,99acres,13518
Alpha Corp GurgaonOne 84,"Sector 84, Gurgaon",15500000.0,15500000.0,"1,260 sqft",1260.0,2 BHK,Ready To Move,Owner,Today,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-alpha-corp-gurgaonone-84-sector-84-gurgaon-1260-sq-ft-spid-R82143732,99acres,12301
CORNER GREEN BELT FLOOR,"DLF Phase 1, Gurgaon",66000000.0,66000000.0,"4,518 sqft",4518.0,4 BHK,Ready To Move,Kapsons Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4518-sq-ft-spid-G80845827,99acres,14608
PARK FACING EAST FACING,"DLF Phase 2, Gurgaon",40000000.0,40000000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Presto Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-B80850029,99acres,14814
Super Luxury Mind Blowing,"DLF Phase 2, Gurgaon",82500000.0,82500000.0,"4,500 sqft",4500.0,4 BHK,Ready To Move,House2Home Realty,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-G81603781,99acres,18333
"DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",60000000.0,60000000.0,"3,500 sqft",3500.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3500-sq-ft-spid-L81450989,99acres,17142
AKASHNEEM MARG,"DLF Phase 2, Gurgaon",45000000.0,45000000.0,"3,600 sqft",3600.0,4 BHK,Ready To Move,Presto Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-Y80849729,99acres,12500
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",67500000.0,67500000.0,"4,000 sqft",4000.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4000-sq-ft-spid-S81616459,99acres,16875
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",36500000.0,36500000.0,"2,500 sqft",2500.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2500-sq-ft-spid-N81394101,99acres,14600
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",34500000.0,34500000.0,"2,500 sqft",2500.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2500-sq-ft-spid-S81394295,99acres,13800
TOP FLOOR TERRACE GARDEN BAR AND KITCHENS PANTRY,"DLF Phase 2, Gurgaon",80000000.0,80000000.0,"3,600 sqft",3600.0,4 BHK,Ready To Move,Kapsons Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-B80872841,99acres,22222
CORNER GREEN BELT FLOOR,"DLF Phase 2, Gurgaon",39500000.0,39500000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Kapsons Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-L80872187,99acres,14629
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",38600000.0,38600000.0,"2,800 sqft",2800.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2800-sq-ft-spid-L81407219,99acres,13785
Ultra luxury floor,"DLF Phase 1, Gurgaon",39600000.0,39600000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,3D BUILDCON,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-R80586877,99acres,14666
ARUN MARG DLF PHASE-1,"DLF Phase 1, Gurgaon",60000000.0,60000000.0,"4,500 sqft",4500.0,4 BHK,Ready To Move,Presto Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-S80823825,99acres,13333
Mindblowing Construction,"Sushant Lok Phase 1, Gurgaon",35000000.0,35000000.0,"2,475 sqft",2475.0,4 BHK,Ready To Move,House2Home Realty,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2475-sq-ft-spid-W81769600,99acres,14141
PARK FACING,"DLF Phase 1, Gurgaon",40000000.0,40000000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Presto Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-X80823591,99acres,14814
"DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",40000000.0,40000000.0,"3,000 sqft",3000.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3000-sq-ft-spid-S81343117,99acres,13333
Brand New Builder Floor,"DLF Phase 2, Gurgaon",42500000.0,42500000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Sabharwal Associates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-E80250975,99acres,15740
Best price uxury floor,"DLF Phase 2, Gurgaon",47699999.0,47699999.0,"3,618 sqft",3618.0,4 BHK,Ready To Move,3D BUILDCON,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3618-sq-ft-spid-K80719663,99acres,13184
Super Luxury North Facing,"Sushant Lok Phase 1, Gurgaon",39000000.0,39000000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,House2Home Realty,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-H80870857,99acres,14444
"Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",36100000.0,36100000.0,"3,000 sqft",3000.0,4 BHK,Ready To Move,SONI REALTORS,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3000-sq-ft-spid-N81620983,99acres,12033
"Sector 43, Gurgaon","Sector 43, Gurgaon",45000000.0,45000000.0,"3,708 sqft",3708.0,4 BHK,Ready To Move,J Jain Realtors,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-43-gurgaon-3708-sq-ft-spid-H81097079,99acres,12135
"Sector 57, Gurgaon","Sector 57, Gurgaon",52400000.0,52400000.0,"4,516 sqft",4516.0,4 BHK,Ready To Move,J Jain Realtors,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-4516-sq-ft-spid-M81074413,99acres,11603
M3M Soulitude,"Sector 89, Gurgaon",15400000.0,15400000.0,"1,494 sqft",1494.0,3 BHK,Ready To Move,Arihant Realty Group,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-P80790803,99acres,10307
Tulip Yellow,"Sector 69, Gurgaon",23200000.0,23200000.0,"1,704 sqft",1704.0,3 BHK,Ready To Move,The Property Experts,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-S81791138,99acres,13615
M3M Soulitude,"Sector 89, Gurgaon",16000000.0,16000000.0,"1,494 sqft",1494.0,3 BHK,Ready To Move,Gurgaon Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-B80959745,99acres,10709
"Sector 45, Gurgaon","Sector 45, Gurgaon",25500000.0,25500000.0,"1,930 sqft",1930.0,4 BHK,Ready To Move,IHOUSE REALTY LLP,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-1930-sq-ft-spid-C81369301,99acres,13212
"Sector 23, Gurgaon","Sector 23, Gurgaon",28400000.0,28400000.0,"3,078 sqft",3078.0,4 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-3078-sq-ft-r1-spid-Y76541701,99acres,9226
"Sector 23, Gurgaon","Sector 23, Gurgaon",41900000.0,41900000.0,"4,518 sqft",4518.0,4 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-4518-sq-ft-spid-G81016981,99acres,9274
Emaar MGF The Palm Drive,"Sector 66, Gurgaon",85000000.0,85000000.0,"3,711 sqft",3711.0,4 BHK,Ready To Move,Dev Pro Investments,Dealer·2d ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3711-sq-ft-spid-V80445131,99acres,22904
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",24800000.0,24800000.0,"1,852 sqft",1852.0,3 BHK,Ready To Move,Property Line,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-r1-spid-C79632615,99acres,13390
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",25000000.0,25000000.0,"1,827 sqft",1827.0,3 BHK,Ready To Move,Property Line,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1827-sq-ft-r1-spid-B79632505,99acres,13683
"Sector 9, Gurgaon","Sector 9, Gurgaon",28500000.0,28500000.0,"2,350 sqft",2350.0,4 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-9-gurgaon-2350-sq-ft-r1-spid-B81214925,99acres,12127
DLF The Skycourt,"Sector 86, Gurgaon",22900000.0,22900000.0,"1,930 sqft",1930.0,3 BHK,Ready To Move,Capital India Reality,Dealer·6d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1930-sq-ft-spid-Q82006966,99acres,11865
Smart World Gems,"Sector 89, Gurgaon",16200000.0,16200000.0,"1,494 sqft",1494.0,3 BHK,Ready To Move,Philby Real Estate,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-A80789161,99acres,10843
Conscient Heritage Max,"Sector 102, Gurgaon",32000000.0,32000000.0,"2,149 sqft",2149.0,3 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-r1-spid-D78703493,99acres,14890
"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",40000000.0,40000000.0,"2,250 sqft",2250.0,3 BHK,Ready To Move,Iconic Realty,Dealer·4w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2250-sq-ft-spid-G81337943,99acres,17777
Experion Windchants,"Sector 112, Gurgaon",38000000.0,38000000.0,"2,441 sqft",2441.0,2 BHK,Ready To Move,Deep Properties,Dealer·1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2441-sq-ft-spid-L81728892,99acres,15567
Ireo The Corridors,"Sector 67A, Gurgaon",21000000.0,21000000.0,"1,540 sqft",1540.0,2 BHK,Ready To Move,Property Solution,Dealer·1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1540-sq-ft-r8-spid-C72428766,99acres,13636
Experion Windchants,"Sector 112, Gurgaon",74200000.0,74200000.0,"4,848 sqft",4848.0,4 BHK,Ready To Move,Deep Properties,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-G81270067,99acres,15305
Sobha City,"Sector 108, Gurgaon",37000000.0,37000000.0,"2,003 sqft",2003.0,3 BHK,Ready To Move,Homesbysqft,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2003-sq-ft-spid-G81326049,99acres,18472
DLF The Skycourt,"Sector 86, Gurgaon",23700000.0,23700000.0,"1,929 sqft",1929.0,3 BHK,Ready To Move,GK Real Estate,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-J80410123,99acres,12286
"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",23800000.0,23800000.0,"1,900 sqft",1900.0,3 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-1900-sq-ft-r1-spid-S78687579,99acres,12526
private builder floor,"Sector 57, Gurgaon",47500000.0,47500000.0,"4,600 sqft",4600.0,4 BHK,Ready To Move,ARADHYA REALTY,Dealer·4w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-4600-sq-ft-spid-S73778521,99acres,10326
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",27000000.0,27000000.0,"1,852 sqft",1852.0,3 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-Y81774426,99acres,14578
DLF Regal Gardens,"Sector 90, Gurgaon",20000000.0,20000000.0,"1,760 sqft",1760.0,3 BHK,Ready To Move,Arihant Realty Group,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1760-sq-ft-spid-X80792863,99acres,11363
"Malibu Town, Gurgaon","Malibu Town, Gurgaon",34500000.0,34500000.0,"2,368 sqft",2368.0,3 BHK,Ready To Move,J Jain Realtors,Dealer·3w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2368-sq-ft-spid-G81116171,99acres,14569
All Welfare Association,"Sector 23, Gurgaon",21000000.0,21000000.0,"1,836 sqft",1836.0,3 BHK,Ready To Move,Ahuja Estate and Developers,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-1836-sq-ft-r2-spid-Y76101173,99acres,11437
"Malibu Town, Gurgaon","Malibu Town, Gurgaon",62500000.0,62500000.0,"4,516 sqft",4516.0,4 BHK,Ready To Move,J Jain Realtors,Dealer·3w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-4516-sq-ft-spid-R81116157,99acres,13839
Godrej Habitat,"Sector 3, Gurgaon",24000000.0,24000000.0,"2,078 sqft",2078.0,3 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-2078-sq-ft-spid-O79310359,99acres,11549
Smart World Gems,"Sector 89, Gurgaon",12200000.0,12200000.0,"1,194 sqft",1194.0,2 BHK,Ready To Move,Gurgaon Properties,Dealer·1mo ago,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1194-sq-ft-spid-Q81318311,99acres,10217
Tulip Purple,"Sector 69, Gurgaon",27500000.0,27500000.0,"2,400 sqft",2400.0,4 BHK,Ready To Move,Golden Key Homes,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-N81148649,99acres,11458
Tata Gurgaon Gateway,"Sector 112, Gurgaon",35000000.0,35000000.0,"2,575 sqft",2575.0,3 BHK,Ready To Move,SKY HOUSING FINANCE AND REALTY,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2575-sq-ft-spid-E81227965,99acres,13592
Emaar Emerald Hills,"Sector 65, Gurgaon",55000000.0,55000000.0,"3,150 sqft",3150.0,4 BHK,Ready To Move,Tirupati Estate,Dealer·2w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-3150-sq-ft-spid-W80339801,99acres,17460
Central Park Resorts,"Sector 48, Gurgaon",53500000.0,53500000.0,"1,700 sqft",1700.0,3 BHK,Ready To Move,Brand I consulting,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1700-sq-ft-spid-U80409491,99acres,31470
M3M Heights,"Sector 65, Gurgaon",24600000.0,24600000.0,"1,250 sqft",1250.0,2 BHK,Ready To Move,Jyoti Property,Dealer·3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1250-sq-ft-spid-Z81163575,99acres,19680
Tata Primanti,"Sector 72, Gurgaon",52000000.0,52000000.0,"2,550 sqft",2550.0,3 BHK,Ready To Move,Brand I consulting,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2550-sq-ft-spid-R80270313,99acres,20392
VASTU COMPLIANT FLOOR PARK FACING,"Sushant Lok Phase 1, Gurgaon",46500000.0,46500000.0,"2,400 sqft",2400.0,4 BHK,Ready To Move,Today Associates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2400-sq-ft-spid-V81715664,99acres,19375
Birla Navya,"Sector 63A, Gurgaon",38000000.0,38000000.0,"2,500 sqft",2500.0,3 BHK,Ready To Move,Edha Realtech LLP,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-birla-navya-sector-63a-gurgaon-2500-sq-ft-spid-X81983274,99acres,15200
SS The Leaf,"Sector 85, Gurgaon",22599999.0,22599999.0,"1,741 sqft",1741.0,2 BHK,Ready To Move,Gurgaon Homes,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1741-sq-ft-spid-I81147731,99acres,12981
Experion Windchants,"Sector 112, Gurgaon",77500000.0,77500000.0,"4,848 sqft",4848.0,4 BHK,Ready To Move,Garg Realty,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-L76692405,99acres,15985
"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",30500000.0,30500000.0,"3,240 sqft",3240.0,4 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r1-spid-X77005349,99acres,9413
Ramprastha Primera,"Sector 37D, Gurgaon",15900000.0,15900000.0,"1,720 sqft",1720.0,3 BHK,Ready To Move,Rawat Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1720-sq-ft-spid-C81030993,99acres,9244
Experion Windchants,"Sector 112, Gurgaon",54600000.0,54600000.0,"3,763 sqft",3763.0,3 BHK,Ready To Move,Deep Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-3763-sq-ft-spid-Y80946879,99acres,14509
Experion Windchants,"Sector 112, Gurgaon",54200000.0,54200000.0,"3,763 sqft",3763.0,3 BHK,Ready To Move,Deep Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-3763-sq-ft-spid-G80940903,99acres,14403
"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",24900000.0,24900000.0,"2,430 sqft",2430.0,3 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-spid-I81040035,99acres,10246
Sobha City,"Sector 108, Gurgaon",32500000.0,32500000.0,"1,711 sqft",1711.0,3 BHK,Ready To Move,Garg Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-S77225537,99acres,18994
"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",31800000.0,31800000.0,"3,240 sqft",3240.0,4 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r1-spid-N77005147,99acres,9814
LUXURY BUILDER FLOOR,"DLF Phase 1, Gurgaon",56000000.0,56000000.0,"3,600 sqft",3600.0,4 BHK,Ready To Move,Kapsons Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3600-sq-ft-spid-C80845105,99acres,15555
Spaze Privvy The Address,"Sector 93, Gurgaon",43000000.0,43000000.0,"4,260 sqft",4260.0,4 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-spaze-privvy-the-address-sector-93-gurgaon-4260-sq-ft-spid-W81331347,99acres,10093
"Malibu Town, Gurgaon","Malibu Town, Gurgaon",55500000.0,55500000.0,"3,762 sqft",3762.0,4 BHK,Ready To Move,PROPHYPE REALTY SERVICES LLP,Dealer·3w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-3762-sq-ft-spid-Z81532655,99acres,14752
"Sector 65, Gurgaon","Sector 65, Gurgaon",45000000.0,45000000.0,"2,430 sqft",2430.0,4 BHK,Ready To Move,PROPHYPE REALTY SERVICES LLP,Dealer·2w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-65-gurgaon-2430-sq-ft-spid-Q81689550,99acres,18518
"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",25900000.0,25900000.0,"2,430 sqft",2430.0,4 BHK,Ready To Move,Metro Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-spid-Q81040397,99acres,10658
Signature Global Grand IVA,"Sector 103, Gurgaon",7550000.0,7550000.0,700 sqft,700.0,2 BHK,Ready To Move,Owner,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-grand-iva-sector-103-gurgaon-700-sq-ft-spid-H81811100,99acres,10785
All Welfare Association,"Sector 23, Gurgaon",21500000.0,21500000.0,"1,836 sqft",1836.0,3 BHK,Ready To Move,Ahuja Estate and Developers,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-1836-sq-ft-r1-spid-Z76104511,99acres,11710
All Welfare Association,"Sector 23, Gurgaon",25500000.0,25500000.0,"2,367 sqft",2367.0,3 BHK,Ready To Move,Ahuja Estate and Developers,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2367-sq-ft-r2-spid-J76101653,99acres,10773
"Malibu Town, Gurgaon","Malibu Town, Gurgaon",40000000.0,40000000.0,"3,240 sqft",3240.0,4 BHK,Ready To Move,PROPHYPE REALTY SERVICES LLP,Dealer·3w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-3240-sq-ft-spid-O81532141,99acres,12345
TARC Maceo,"Sector 91, Gurgaon",24800000.0,24800000.0,"2,320 sqft",2320.0,3 BHK,Ready To Move,Capital Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tarc-maceo-sector-91-gurgaon-2320-sq-ft-spid-V79589859,99acres,10689
M3M Heights,"Sector 65, Gurgaon",24800000.0,24800000.0,"1,250 sqft",1250.0,2 BHK,Ready To Move,Balaji Estate,Dealer·2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1250-sq-ft-spid-B80619867,99acres,19840
Urban Estate Residents Welfare Association,"Sector 4, Gurgaon",23000000.0,23000000.0,"2,100 sqft",2100.0,4 BHK,Ready To Move,JMV HOMES,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-urban-estate-residents-welfare-association-sector-4-gurgaon-2100-sq-ft-spid-Z81471149,99acres,10952
