Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft
AWHO Sispal Vihar,"Sector 49, Gurgaon",23500000.0,23500000.0,"1,773 sqft",1773.0,3 BHK,Ready To Move,Pritha Real Estate,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-awho-sispal-vihar-sector-49-gurgaon-1773-sq-ft-spid-J79755415,99acres,13254
Bestech Altura,"Sector 79, Gurgaon",26900000.0,26900000.0,"2,150 sqft",2150.0,3 BHK,Ready To Move,BHOOMIKA REALTY,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2150-sq-ft-spid-C81340297,99acres,12511
Sushant Lok 1 Builder Floors,"Block C, Sushant Lok Phase 1, Gurgaon",42000000.0,42000000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Shree Shyam Realty,Dealer·1w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-1-builder-floors-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-U81891242,99acres,15555
Vatika Xpressions,"Sector 88B, Gurgaon",18900000.0,18900000.0,"1,550 sqft",1550.0,3 BHK,Ready To Move,Philby Real Estate,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-xpressions-sector-88b-gurgaon-1550-sq-ft-spid-X81126157,99acres,12193
DLF New Town Heights 2,"Sector 86, Gurgaon",19800000.0,19800000.0,"1,845 sqft",1845.0,3 BHK,Ready To Move,Star Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1845-sq-ft-spid-J79761889,99acres,10731
Ireo Uptown,"Sector 66, Gurgaon",30000000.0,30000000.0,"1,872 sqft",1872.0,3 BHK,Ready To Move,Nayan Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-spid-Z80995061,99acres,16025
Vatika India Next,"Sector 82, Gurgaon",11900000.0,11900000.0,"1,056 sqft",1056.0,2 BHK,Ready To Move,121 Realty,,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-india-next-sector-82-gurgaon-1056-sq-ft-spid-Y82080794,99acres,11268
Indiabulls Enigma,"Sector 110, Gurgaon",47000000.0,47000000.0,"3,265 sqft",3265.0,4 BHK,Ready To Move,manikaran realtors,Dealer·4d ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3265-sq-ft-spid-L81287387,99acres,14395
Central Park Resorts,"Sector 48, Gurgaon",225600000.0,225600000.0,"5,640 sqft",5640.0,3 BHK,Ready To Move,Reliable Developers and Realtors,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-5640-sq-ft-spid-X81519641,99acres,40000
Pareena Mi Casa,"Sector 68, Gurgaon",17400000.0,17400000.0,"1,483 sqft",1483.0,3 BHK,Ready To Move,Ganganiya Realtors,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1483-sq-ft-spid-D81844134,99acres,11732
Paras Dews,"Sector 106, Gurgaon",17000000.0,17000000.0,"1,760 sqft",1760.0,3 BHK,Ready To Move,Rock and Bricks Consultant,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1760-sq-ft-spid-W81084121,99acres,9659
Paras Irene,"Sector 70A, Gurgaon",30000000.0,30000000.0,"2,150 sqft",2150.0,3 BHK,Ready To Move,Gurugram Leasing Partners,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-2150-sq-ft-r1-spid-X77979411,99acres,13953
Krisumi Waterfall Residences,"Sector 36A, Gurgaon",45000000.0,45000000.0,"2,538 sqft",2538.0,3 BHK,Ready To Move,Amithraj Realtors,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-krisumi-waterfall-residences-sector-36a-gurgaon-2538-sq-ft-spid-A80279927,99acres,17730
ROF Aalayas,"Sector 102, Gurgaon",7800000.0,7800000.0,745 sqft,745.0,3 BHK,Ready To Move,Rockpro Consulting,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-aalayas-sector-102-gurgaon-745-sq-ft-spid-V81631769,99acres,10469
"Uppals Southend, Gurgaon","Uppals Southend, Gurgaon",32500000.0,32500000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,99 Estate Pvt Ltd.,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppals-southend-gurgaon-2700-sq-ft-spid-H80810359,99acres,12037
Godrej Meridien,"Sector 106, Gurgaon",41000000.0,41000000.0,"2,720 sqft",2720.0,4 BHK,Ready To Move,Philby Real Estate,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2720-sq-ft-spid-M81620817,99acres,15073
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",24000000.0,24000000.0,"1,692 sqft",1692.0,3 BHK,Ready To Move,SQUAARE EXPERRT,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1692-sq-ft-spid-Q80644069,99acres,14184
M3M Heights,"Sector 65, Gurgaon",34000000.0,34000000.0,"1,828 sqft",1828.0,3 BHK,Ready To Move,AVYOM PROPERTIES,Dealer·4w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-G81046087,99acres,18599
M3M Woodshire,"Sector 107, Gurgaon",18000000.0,18000000.0,"1,943 sqft",1943.0,3 BHK,Ready To Move,Bajrang Properties,Dealer·4d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1943-sq-ft-spid-Q81443785,99acres,9264
M3M Woodshire,"Sector 107, Gurgaon",18200000.0,18200000.0,"1,943 sqft",1943.0,3 BHK,Ready To Move,Bajrang Properties,Dealer·4d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1943-sq-ft-spid-J81444049,99acres,9366
Conscient Elevate,"Sector 59, Gurgaon",55000000.0,55000000.0,"2,295 sqft",2295.0,3 BHK,Ready To Move,Realty Research,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2295-sq-ft-spid-T81587619,99acres,23965
Unitech Greenwood City,"Greenwood City, Gurgaon",45000000.0,45000000.0,"4,500 sqft",4500.0,4 BHK,Ready To Move,The Team Real Estate,Dealer·1w ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-greenwood-city-greenwood-city-gurgaon-4500-sq-ft-spid-W81777878,99acres,10000
DLF Gardencity,"Sector 91, Gurgaon",31000000.0,31000000.0,"2,583 sqft",2583.0,4 BHK,Ready To Move,GK Real Estate,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-sector-91-gurgaon-2583-sq-ft-spid-B81006891,99acres,12001
M3M Merlin,"Sector 67, Gurgaon",55000000.0,55000000.0,"2,668 sqft",2668.0,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-merlin-sector-67-gurgaon-2668-sq-ft-spid-R80658103,99acres,20614
"South City 2, Gurgaon","South City 2, Gurgaon",41500000.0,41500000.0,"3,240 sqft",3240.0,4 BHK,Ready To Move,Sabharwal Associates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-3240-sq-ft-spid-Z80711763,99acres,12808
"Sector 4, Gurgaon","Sector 4, Gurgaon",23000000.0,23000000.0,"2,250 sqft",2250.0,4 BHK,Ready To Move,Vishal Properties,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-B79973501,99acres,10222
M3M Soulitude,"Sector 89, Gurgaon",16100000.0,16100000.0,"1,423 sqft",1423.0,3 BHK,Ready To Move,SANSIDDHI HOMES REALTY,Dealer·4w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1423-sq-ft-spid-Y81475467,99acres,11314
Bestech Park View Residency,"Palam Vihar, Gurgaon",21000000.0,21000000.0,"1,780 sqft",1780.0,3 BHK,Ready To Move,SOMVEER SHARMA,Dealer·6d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-residency-palam-vihar-gurgaon-1780-sq-ft-spid-S81988190,99acres,11797
private builder floor,"Sector 57, Gurgaon",32100000.0,32100000.0,"2,600 sqft",2600.0,4 BHK,Ready To Move,ARADHYA REALTY,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2600-sq-ft-spid-O77829829,99acres,12346
M3M Soulitude,"Sector 89, Gurgaon",15900000.0,15900000.0,"1,496 sqft",1496.0,3 BHK,Ready To Move,The Assetree,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1496-sq-ft-spid-Z81374075,99acres,10628
DLF The Ultima,"Sector 81, Gurgaon",49000000.0,49000000.0,"2,831 sqft",2831.0,4 BHK,Ready To Move,EarthZ Enterprise solutions pvt ltd,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2831-sq-ft-spid-E80220707,99acres,17308
DLF The Ultima,"Sector 81, Gurgaon",37000000.0,37000000.0,"2,103 sqft",2103.0,3 BHK,Ready To Move,EarthZ Enterprise solutions pvt ltd,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2103-sq-ft-spid-V80219687,99acres,17593
Brisk Lumbini Terrace Homes,"Sector 109, Gurgaon",17800000.0,17800000.0,"1,871 sqft",1871.0,3 BHK,Ready To Move,GOYAL ASSOCIATES,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brisk-lumbini-terrace-homes-sector-109-gurgaon-1871-sq-ft-spid-I80347577,99acres,9513
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",26000000.0,26000000.0,"1,852 sqft",1852.0,3 BHK,Ready To Move,Rich Infra Group,Dealer·2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-L81611253,99acres,14038
Ireo The Corridors,"Sector 67A, Gurgaon",23300000.0,23300000.0,"1,727 sqft",1727.0,3 BHK,Ready To Move,RealtyXPO,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-V81867734,99acres,13491
Vatika Gurgaon 21,"Sector 83, Gurgaon",19000000.0,19000000.0,"1,735 sqft",1735.0,3 BHK,Ready To Move,Baba Homez Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1735-sq-ft-spid-Y81185679,99acres,10951
Emaar Mgf Palm Terraces Select,"Sector 66, Gurgaon",41900000.0,41900000.0,"2,410 sqft",2410.0,4 BHK,Ready To Move,RealtyXPO,Dealer·1mo ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-spid-N81082465,99acres,17385
"Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",47500000.0,47500000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,Siya Ram Realty Ventures,Dealer·Yesterday,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-N80738219,99acres,17592
Vatika City,"Sector 49, Gurgaon",37500000.0,37500000.0,"2,198 sqft",2198.0,3 BHK,Ready To Move,Shri Ram Properties,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-2198-sq-ft-spid-I75350501,99acres,17060
Godrej Habitat,"Sector 3, Gurgaon",17500000.0,17500000.0,"2,080 sqft",2080.0,3 BHK,Ready To Move,Yard 2 Acres Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-2080-sq-ft-r12-spid-P66183420,99acres,8413
Paras Irene,"Sector 70A, Gurgaon",26500000.0,26500000.0,"1,830 sqft",1830.0,3 BHK,Ready To Move,Gurugram Leasing Partners,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1830-sq-ft-r3-spid-Z76594745,99acres,14480
"South City 2, Gurgaon","South City 2, Gurgaon",35000000.0,35000000.0,"2,400 sqft",2400.0,4 BHK,Ready To Move,Shri Balaji Estates,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-2400-sq-ft-spid-T81579737,99acres,14583
Vatika Emilia Floors,"Sector 83, Gurgaon",9900000.0,9900000.0,"1,250 sqft",1250.0,2 BHK,Ready To Move,PROPERTY POINT,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-emilia-floors-sector-83-gurgaon-1250-sq-ft-spid-R81489321,99acres,7920
Eros Rosewood City,"Sector 49, Gurgaon",59500000.0,59500000.0,"5,175 sqft",5175.0,5 BHK,Ready To Move,Gurugram Leasing Partners,,https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-eros-rosewood-city-sector-49-gurgaon-5175-sq-ft-r1-spid-O78664039,99acres,11497
Pioneer Park,"Sector 61, Gurgaon",23000000.0,23000000.0,"1,385 sqft",1385.0,2 BHK,Ready To Move,ACREDGE LANDWORKS PRIVATE LIMITED,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-1385-sq-ft-spid-Z80804655,99acres,16606
Mapsko Casa Bella,"Sector 82, Gurgaon",16299999.0,16299999.0,"1,430 sqft",1430.0,3 BHK,Ready To Move,Philby Real Estate,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1430-sq-ft-spid-W81373971,99acres,11398
Adani M2K Oyster Grande,"Sector 102, Gurgaon",35900000.0,35900000.0,"3,198 sqft",3198.0,4 BHK,Ready To Move,SHELTERS,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-3198-sq-ft-spid-U79668781,99acres,11225
Orris Aster Court,"Sector 85, Gurgaon",20000000.0,20000000.0,"2,120 sqft",2120.0,3 BHK,Ready To Move,VALUEMAX ADVISORS CONSULTING PRIVATE LIMITED,Dealer·2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-aster-court-sector-85-gurgaon-2120-sq-ft-spid-J81774914,99acres,9433
M3M Soulitude,"Sector 89, Gurgaon",15600000.0,15600000.0,"1,494 sqft",1494.0,3 BHK,Ready To Move,Redwood Realty,Dealer·2w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-I80592113,99acres,10441
Vatika Xpressions,"Sector 88B, Gurgaon",19400000.0,19400000.0,"1,550 sqft",1550.0,3 BHK,Ready To Move,Redwood Realty,Dealer·3w ago,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-xpressions-sector-88b-gurgaon-1550-sq-ft-spid-D80337059,99acres,12516
Experion The Heartsong,"Sector 108, Gurgaon",23000000.0,23000000.0,"2,003 sqft",2003.0,3 BHK,Ready To Move,VALUEMAX ADVISORS CONSULTING PRIVATE LIMITED,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-2003-sq-ft-spid-D80569317,99acres,11482
Pareena Coban Residences,"Sector 99A, Gurgaon",20000000.0,20000000.0,"1,997 sqft",1997.0,3 BHK,Ready To Move,Redwood Realty,Dealer·3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-coban-residences-sector-99a-gurgaon-1997-sq-ft-spid-S80211105,99acres,10015
Pareena Mi Casa,"Sector 68, Gurgaon",17500000.0,17500000.0,"1,483 sqft",1483.0,3 BHK,Ready To Move,Ganganiya Realtors,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1483-sq-ft-spid-E81057763,99acres,11800
Tulip Yellow,"Sector 69, Gurgaon",23500000.0,23500000.0,"1,704 sqft",1704.0,3 BHK,Ready To Move,WELCOME HOMES,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-C81178427,99acres,13791
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",24200000.0,24200000.0,"1,692 sqft",1692.0,3 BHK,Ready To Move,Garg Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1692-sq-ft-spid-W81813472,99acres,14302
DLF Beverly Park,"DLF Phase 2, Gurgaon",63500000.0,63500000.0,"3,000 sqft",3000.0,3 BHK,Ready To Move,HOME LAND TRADE,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-beverly-park-dlf-phase-2-gurgaon-3000-sq-ft-spid-A81619201,99acres,21166
Ansal API Versalia,"Sector 67A, Gurgaon",26700000.0,26700000.0,"2,200 sqft",2200.0,4 BHK,Ready To Move,PARAMOUNT,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2200-sq-ft-r2-spid-G74610181,99acres,12136
Ansal API Esencia,"Sector 67, Gurgaon",27100000.0,27100000.0,"2,700 sqft",2700.0,4 BHK,Ready To Move,PARAMOUNT,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2700-sq-ft-r1-spid-B77028619,99acres,10037
Ramprastha Primera,"Sector 37D, Gurgaon",16600000.0,16600000.0,"1,800 sqft",1800.0,3 BHK,Ready To Move,Rawat Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1800-sq-ft-spid-G80821325,99acres,9222
Tulip Purple,"Sector 69, Gurgaon",27500000.0,27500000.0,"2,400 sqft",2400.0,4 BHK,Ready To Move,The Property Experts,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-O80685951,99acres,11458
Bestech Park View Ananda,"Sector 81, Gurgaon",18300000.0,18300000.0,"1,660 sqft",1660.0,3 BHK,Ready To Move,Home Icon Private Limited,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-1660-sq-ft-spid-J81279725,99acres,11024
Central Park Flower Valley Aqua Front Towers,"Sector-33 Sohna, Gurgaon",26500000.0,26500000.0,"1,789 sqft",1789.0,3 BHK,Ready To Move,Global PARK REALTORS,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-r5-spid-G73378345,99acres,14812
Sobha City,"Sector 108, Gurgaon",27500000.0,27500000.0,"1,381 sqft",1381.0,2 BHK,Ready To Move,Bhoomi Realtor,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1381-sq-ft-spid-Q81397707,99acres,19913
ILD Greens,"Sector 37C, Gurgaon",11000000.0,11000000.0,"1,365 sqft",1365.0,2 BHK,Ready To Move,Realistic Realty,Dealer·2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37c-gurgaon-1365-sq-ft-spid-T81686222,99acres,8058
M3M Skycity,"Sector 65, Gurgaon",37200000.0,37200000.0,"2,054 sqft",2054.0,3 BHK,Ready To Move,Jindal Group,Dealer·Today,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skycity-sector-65-gurgaon-2054-sq-ft-spid-Y82013174,99acres,18111
M3M Heights,"Sector 65, Gurgaon",35200000.0,35200000.0,"1,932 sqft",1932.0,3 BHK,Ready To Move,Jindal Group,Dealer·Today,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1932-sq-ft-spid-U82012696,99acres,18219
Smart World Orchard Street,"Sector 61, Gurgaon",27500000.0,27500000.0,"1,595 sqft",1595.0,3 BHK,Ready To Move,Jindal Group,Dealer·5d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-street-sector-61-gurgaon-1595-sq-ft-spid-Z82034488,99acres,17241
M3M Heights,"Sector 65, Gurgaon",23500000.0,23500000.0,"1,261 sqft",1261.0,2 BHK,Ready To Move,Jindal Group,Dealer·6d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1261-sq-ft-spid-C82012214,99acres,18636
Emaar MGF Emerald Floors Premier,"Sector 65, Gurgaon",36900000.0,36900000.0,"1,975 sqft",1975.0,4 BHK,Ready To Move,Abhinav Properties,Dealer·1w ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-r3-spid-J66118984,99acres,18683
ILD Greens,"Sector 37C, Gurgaon",15000000.0,15000000.0,"1,875 sqft",1875.0,3 BHK,Ready To Move,Realistic Realty,Dealer·2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37c-gurgaon-1875-sq-ft-spid-P81686490,99acres,8000
Emaar MGF Emerald Floors Premier,"Sector 65, Gurgaon",36900000.0,36900000.0,"1,975 sqft",1975.0,4 BHK,Ready To Move,Abhinav Properties,Dealer·2w ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-O81703214,99acres,18683
Smart World Gems,"Sector 89, Gurgaon",16200000.0,16200000.0,"1,494 sqft",1494.0,3 BHK,Ready To Move,SANSIDDHI HOMES REALTY,Dealer·3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-N81554217,99acres,10843
Pareena Mi Casa,"Sector 68, Gurgaon",14800000.0,14800000.0,"1,245 sqft",1245.0,2 BHK,Ready To Move,Ganganiya Realtors,Dealer·1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1245-sq-ft-spid-I81057537,99acres,11887
Mapsko Mount Ville,"Sector 79, Gurgaon",20000000.0,20000000.0,"1,620 sqft",1620.0,3 BHK,Ready To Move,GROWTH REALTECH,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1620-sq-ft-spid-E70090068,99acres,12345
Mapsko Mount Ville,"Sector 79, Gurgaon",23700000.0,23700000.0,"1,815 sqft",1815.0,3 BHK,Ready To Move,GROWTH REALTECH,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1815-sq-ft-spid-I73255857,99acres,13057
Ireo Victory Valley,"Sector 67, Gurgaon",59000000.0,59000000.0,"3,337 sqft",3337.0,3 BHK,Ready To Move,Avinash Estates,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-3337-sq-ft-r1-spid-P79751741,99acres,17680
Mapsko Casa Bella,"Sector 82, Gurgaon",15700000.0,15700000.0,"1,430 sqft",1430.0,3 BHK,Ready To Move,Philby Real Estate,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-1430-sq-ft-spid-Z80805973,99acres,10979
Shapoorji Pallonji Joyville Gurugram,"Sector 102, Gurgaon",26500000.0,26500000.0,"1,852 sqft",1852.0,3 BHK,Ready To Move,Prithvi Realty,Dealer·1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-Z81269111,99acres,14308
Ramprastha Primera,"Sector 37D, Gurgaon",15500000.0,15500000.0,"1,720 sqft",1720.0,3 BHK,Ready To Move,Rawat Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1720-sq-ft-spid-A81196655,99acres,9011
Bestech Park View Spa Next,"Sector 67, Gurgaon",32300000.0,32300000.0,"1,935 sqft",1935.0,3 BHK,Ready To Move,Agnayi Property Management Company,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-1935-sq-ft-spid-G80491075,99acres,16692
Tulip Orange,"Sector 70, Gurgaon",18300000.0,18300000.0,"1,437 sqft",1437.0,3 BHK,Ready To Move,Shree Kuber Associate,Dealer·4d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-orange-sector-70-gurgaon-1437-sq-ft-spid-V81749192,99acres,12734
DLF New Town Heights 2,"Sector 86, Gurgaon",20099999.0,20099999.0,"1,930 sqft",1930.0,3 BHK,Ready To Move,PAM ESTATE,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-spid-I80968391,99acres,10414
Ramprastha Primera,"Sector 37D, Gurgaon",15700000.0,15700000.0,"1,775 sqft",1775.0,3 BHK,Ready To Move,Rawat Properties,Dealer·1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1775-sq-ft-spid-F81031153,99acres,8845
Ireo The Corridors,"Sector 67A, Gurgaon",23000000.0,23000000.0,"1,727 sqft",1727.0,3 BHK,Ready To Move,10X Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-Y80744469,99acres,13317
M3M Heights,"Sector 65, Gurgaon",32000000.0,32000000.0,"1,828 sqft",1828.0,3 BHK,Ready To Move,10X Realty,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-O80746509,99acres,17505
